session_key,driver_id,stint_number,lap_start,lap_end,compound,tyre_age_at_start
9683,1,1,1,5,HARD,13
9683,1,2,5,10,HARD,0
9683,1,3,10,19,HARD,0
9683,1,4,19,22,HARD,0
9683,1,5,22,32,HARD,0
9683,1,6,32,37,HARD,0
9683,1,7,37,46,HARD,5
9683,1,8,46,49,MEDIUM,0
9683,1,9,49,61,MEDIUM,0
9683,1,10,61,63,MEDIUM,0
9683,1,11,63,74,MEDIUM,0
9683,2,1,1,3,MEDIUM,17
9683,2,2,3,5,MEDIUM,19
9683,2,3,5,7,MEDIUM,21
9683,2,4,7,13,MEDIUM,0
9683,2,5,13,19,MEDIUM,0
9683,2,6,19,22,MEDIUM,0
9683,2,7,22,34,MEDIUM,3
9683,2,8,34,35,MEDIUM,16
9683,2,9,35,51,HARD,0
9683,2,10,51,52,MEDIUM,17
9683,2,11,52,52,HARD,16
9683,3,1,1,3,MEDIUM,16
9683,3,2,3,5,MEDIUM,13
9683,3,3,5,7,MEDIUM,0
9683,3,4,7,9,MEDIUM,15
9683,3,5,9,11,MEDIUM,20
9683,3,6,11,13,MEDIUM,0
9683,3,7,13,15,MEDIUM,13
9683,3,8,15,17,MEDIUM,19
9683,3,9,17,18,MEDIUM,13
9683,3,10,18,31,UNKNOWN,0
9683,3,11,31,44,HARD,0
9683,3,12,44,49,HARD,0
9683,3,13,49,51,HARD,0
9683,3,14,51,54,HARD,5
9683,3,15,54,59,MEDIUM,0
9683,4,1,1,5,MEDIUM,0
9683,4,2,5,9,MEDIUM,13
9683,4,3,9,13,MEDIUM,13
9683,4,4,13,18,MEDIUM,0
9683,4,5,18,28,MEDIUM,5
9683,4,6,28,34,MEDIUM,0
9683,4,7,34,35,MEDIUM,0
9683,4,8,35,41,MEDIUM,0
9683,4,9,41,48,MEDIUM,0
9683,4,10,48,54,MEDIUM,0
9683,4,11,54,61,MEDIUM,0
9683,4,12,61,69,MEDIUM,7
9683,4,13,69,70,MEDIUM,0
9683,4,14,70,71,MEDIUM,0
9683,4,15,71,72,MEDIUM,0
9683,4,16,72,73,MEDIUM,0
9683,4,17,73,74,MEDIUM,0
9683,4,18,74,76,MEDIUM,16
9683,5,1,1,2,HARD,0
9683,5,2,2,3,HARD,0
9683,5,3,3,9,HARD,2
9683,5,4,9,15,HARD,8
9683,5,5,15,25,HARD,0
9683,5,6,25,31,MEDIUM,0
9683,5,7,31,34,MEDIUM,0
9683,5,8,34,37,MEDIUM,3
9683,5,9,37,40,MEDIUM,0
9683,5,10,40,43,MEDIUM,3
9683,5,11,43,45,MEDIUM,6
9683,5,12,45,53,MEDIUM,0
9683,5,13,53,61,MEDIUM,6
9683,5,14,61,68,MEDIUM,6
9683,6,1,1,6,MEDIUM,14
9683,6,2,6,12,MEDIUM,0
9683,6,3,12,15,MEDIUM,0
9683,6,4,15,18,MEDIUM,3
9683,6,5,18,21,MEDIUM,0
9683,6,6,21,23,UNKNOWN,0
9683,6,7,23,25,MEDIUM,0
9683,6,8,26,27,MEDIUM,0
9683,6,9,27,40,MEDIUM,0
9683,6,10,40,53,HARD,0
9683,6,11,53,66,HARD,0
9683,6,12,66,67,MEDIUM,8
9683,6,13,67,68,MEDIUM,8
9683,6,14,68,69,MEDIUM,9
9683,6,15,69,71,MEDIUM,13
9683,6,16,71,72,MEDIUM,10
9683,6,17,72,72,MEDIUM,0
9683,7,1,1,6,MEDIUM,0
9683,7,2,6,7,MEDIUM,5
9683,7,3,7,12,MEDIUM,6
9683,7,4,12,17,MEDIUM,11
9683,7,5,17,23,MEDIUM,0
9683,7,6,23,29,MEDIUM,0
9683,7,7,29,35,MEDIUM,12
9683,7,8,35,38,MEDIUM,0
9683,7,9,38,51,MEDIUM,3
9683,7,10,51,54,MEDIUM,0
9683,7,11,54,67,MEDIUM,3
9683,7,12,67,70,MEDIUM,0
9683,7,13,70,78,MEDIUM,3
9683,8,1,1,2,UNKNOWN,0
9683,8,2,3,5,MEDIUM,0
9683,8,3,5,14,MEDIUM,0
9683,8,4,14,20,MEDIUM,0
9683,8,5,20,22,MEDIUM,0
9683,8,6,22,30,MEDIUM,0
9683,8,7,30,39,MEDIUM,0
9683,8,8,39,46,MEDIUM,0
9683,9,1,1,6,HARD,11
9683,9,2,6,11,HARD,16
9683,9,3,11,12,HARD,21
9683,9,4,12,17,MEDIUM,0
9683,9,5,17,22,MEDIUM,0
9683,9,6,22,28,MEDIUM,0
9683,9,7,28,33,MEDIUM,6
9683,9,8,33,38,MEDIUM,0
9683,9,9,38,43,MEDIUM,5
9683,9,10,43,53,MEDIUM,10
9683,9,11,53,54,MEDIUM,0
9683,9,12,54,64,MEDIUM,11
9683,9,13,64,71,MEDIUM,10
9683,10,1,1,3,MEDIUM,0
9683,10,2,3,8,MEDIUM,6
9683,10,3,8,14,MEDIUM,0
9683,10,4,14,21,MEDIUM,0
9683,10,5,21,22,MEDIUM,0
9683,10,6,22,28,MEDIUM,1
9683,10,7,28,34,MEDIUM,0
9683,10,8,34,42,MEDIUM,0
9683,11,1,1,4,MEDIUM,0
9683,11,2,4,7,MEDIUM,3
9683,11,3,7,10,MEDIUM,6
9683,11,4,10,17,MEDIUM,9
9683,11,5,17,24,MEDIUM,16
9683,11,6,24,30,MEDIUM,0
9683,11,7,30,37,MEDIUM,0
9683,11,8,37,39,MEDIUM,0
9683,11,9,39,42,MEDIUM,0
9683,11,10,42,49,MEDIUM,5
9683,11,11,49,55,MEDIUM,0
9683,11,12,55,62,MEDIUM,0
9683,11,13,62,68,MEDIUM,0
9683,11,14,68,75,MEDIUM,0
9683,11,15,75,78,MEDIUM,13
9683,12,1,1,2,MEDIUM,0
9683,12,2,2,3,MEDIUM,1
9683,12,3,3,4,MEDIUM,2
9683,12,4,4,5,MEDIUM,3
9683,12,5,5,7,MEDIUM,4
9683,12,6,7,12,MEDIUM,0
9683,12,7,12,19,MEDIUM,0
9683,12,8,19,26,MEDIUM,7
9683,12,9,26,31,MEDIUM,0
9683,12,10,31,40,MEDIUM,5
9683,12,11,40,45,HARD,0
9683,12,12,45,50,HARD,5
9683,12,13,50,57,HARD,0
9683,12,14,57,63,HARD,7
9683,13,1,1,2,MEDIUM,0
9683,13,2,2,5,MEDIUM,1
9683,13,3,5,8,MEDIUM,4
9683,13,4,8,17,MEDIUM,0
9683,13,5,17,22,MEDIUM,0
9683,13,6,22,30,MEDIUM,0
9683,13,7,30,35,MEDIUM,0
9683,13,8,35,43,MEDIUM,0
9683,13,9,43,48,MEDIUM,0
9683,13,10,48,55,MEDIUM,0
9683,14,1,1,5,HARD,0
9683,14,2,5,9,HARD,4
9683,14,3,9,14,HARD,8
9683,14,4,14,17,HARD,0
9683,14,5,17,27,HARD,3
9683,14,6,27,30,HARD,0
9683,14,7,30,40,HARD,3
9683,14,8,40,44,MEDIUM,0
9683,14,9,44,46,MEDIUM,0
9683,14,10,46,49,MEDIUM,0
9683,14,11,49,58,MEDIUM,3
9683,15,1,1,2,HARD,16
9683,15,2,2,12,MEDIUM,11
9683,15,3,12,27,HARD,0
9683,15,4,27,37,HARD,0
9683,15,5,37,47,HARD,0
9683,15,6,47,65,MEDIUM,0
9683,15,7,65,66,MEDIUM,18
9683,15,8,66,84,MEDIUM,0
9683,15,9,84,85,HARD,10
9683,15,10,85,86,HARD,0
9683,15,11,86,88,HARD,0
9683,16,1,1,6,HARD,0
9683,16,2,6,11,HARD,5
9683,16,3,11,12,HARD,10
9683,16,4,12,17,MEDIUM,0
9683,16,5,17,22,MEDIUM,5
9683,16,6,22,27,MEDIUM,0
9683,16,7,27,32,MEDIUM,5
9683,16,8,32,37,MEDIUM,0
9683,16,9,37,42,MEDIUM,5
9683,16,10,42,52,MEDIUM,0
9683,16,11,52,62,MEDIUM,10
9683,16,12,62,70,MEDIUM,10
9683,17,1,1,4,MEDIUM,0
9683,17,2,4,6,MEDIUM,8
9683,17,3,6,13,HARD,0
9683,17,4,13,20,HARD,7
9683,17,5,20,25,HARD,0
9683,17,6,25,26,HARD,5
9683,17,7,26,31,MEDIUM,0
9683,17,8,31,34,MEDIUM,0
9683,17,9,34,37,MEDIUM,3
9683,17,10,37,46,MEDIUM,6
9683,17,11,46,52,MEDIUM,0
9683,17,12,52,61,MEDIUM,6
9683,17,13,61,62,HARD,14
9683,17,14,62,63,MEDIUM,10
9683,17,15,63,64,MEDIUM,15
9683,17,16,64,65,MEDIUM,15
9683,17,17,65,66,HARD,15
9683,17,18,66,68,MEDIUM,11
9683,18,1,1,5,MEDIUM,16
9683,18,2,5,8,MEDIUM,0
9683,18,3,8,20,MEDIUM,0
9683,18,4,20,21,MEDIUM,0
9683,18,5,21,23,MEDIUM,18
9683,18,6,23,26,MEDIUM,0
9683,18,7,26,38,MEDIUM,1
9683,18,8,38,41,MEDIUM,4
9683,18,9,41,53,MEDIUM,16
9683,18,10,53,56,MEDIUM,3
9683,18,11,56,70,MEDIUM,0
9683,19,1,1,2,MEDIUM,0
9683,19,2,2,3,MEDIUM,1
9683,19,3,3,4,MEDIUM,2
9683,19,4,4,5,MEDIUM,3
9683,19,5,5,6,MEDIUM,0
9683,19,6,6,6,MEDIUM,5
9683,19,7,7,8,MEDIUM,0
9683,19,8,8,14,MEDIUM,7
9683,19,9,14,15,MEDIUM,13
9683,19,10,15,16,MEDIUM,14
9683,19,11,16,17,MEDIUM,15
9683,19,12,17,18,MEDIUM,16
9683,19,13,18,24,MEDIUM,0
9683,19,14,24,34,MEDIUM,6
9683,19,15,34,40,MEDIUM,0
9683,19,16,40,50,MEDIUM,6
9683,19,17,50,57,MEDIUM,0
9683,19,18,57,66,MEDIUM,0
9683,20,1,1,2,MEDIUM,0
9683,20,2,2,7,MEDIUM,1
9683,20,3,7,12,MEDIUM,6
9683,20,4,12,27,MEDIUM,0
9683,20,5,27,42,MEDIUM,0
9683,20,6,42,57,MEDIUM,0
9683,20,7,57,72,HARD,0
9684,2,1,1,5,MEDIUM,6
9684,2,2,5,8,MEDIUM,0
9684,2,3,8,10,MEDIUM,0
9684,2,4,10,11,MEDIUM,0
9684,2,5,11,31,MEDIUM,4
9684,2,6,31,49,HARD,0
9684,2,7,49,69,HARD,0
9684,2,8,69,69,MEDIUM,0
9684,2,9,70,71,MEDIUM,0
9684,2,10,72,73,MEDIUM,0
9684,2,11,73,75,MEDIUM,0
9684,2,12,75,77,MEDIUM,2
9684,2,13,78,78,MEDIUM,4
9684,3,1,1,8,HARD,0
9684,3,2,8,13,MEDIUM,0
9684,3,3,13,17,MEDIUM,0
9684,3,4,17,20,MEDIUM,0
9684,3,5,20,22,HARD,14
9684,3,6,22,23,MEDIUM,0
9684,3,7,23,36,MEDIUM,4
9684,3,8,36,56,HARD,0
9684,3,9,56,80,HARD,0
9684,4,1,1,2,MEDIUM,0
9684,4,2,2,13,MEDIUM,7
9684,4,3,13,14,UNKNOWN,0
9684,4,4,14,31,MEDIUM,1
9684,4,5,31,56,HARD,0
9684,4,6,56,72,HARD,0
9684,4,7,72,77,MEDIUM,0
9684,4,8,77,82,MEDIUM,0
9684,4,9,82,87,MEDIUM,0
9684,4,10,87,89,MEDIUM,5
9684,4,11,90,91,MEDIUM,0
9684,4,12,91,92,MEDIUM,0
9684,4,13,92,93,MEDIUM,8
9684,4,14,93,94,MEDIUM,19
9684,4,15,95,95,MEDIUM,20
9684,5,1,1,9,HARD,0
9684,5,2,9,15,MEDIUM,0
9684,5,3,15,18,MEDIUM,0
9684,5,4,18,21,MEDIUM,0
9684,5,5,21,23,MEDIUM,0
9684,5,6,23,27,MEDIUM,6
9684,5,7,27,28,MEDIUM,3
9684,5,8,28,45,MEDIUM,4
9684,5,9,45,60,HARD,0
9684,5,10,60,75,MEDIUM,0
9684,5,11,75,76,HARD,0
9684,5,12,76,77,MEDIUM,10
9684,5,13,77,78,HARD,0
9684,5,14,78,79,MEDIUM,11
9684,5,15,79,80,HARD,10
9684,5,16,80,80,MEDIUM,0
9684,6,1,1,2,HARD,13
9684,6,2,2,3,HARD,14
9684,6,3,3,4,MEDIUM,0
9684,6,4,4,7,MEDIUM,1
9684,6,5,7,15,MEDIUM,4
9684,6,6,15,23,MEDIUM,12
9684,6,7,23,26,MEDIUM,0
9684,6,8,26,32,MEDIUM,3
9684,6,9,32,35,MEDIUM,0
9684,6,10,35,40,MEDIUM,3
9684,7,1,1,4,MEDIUM,0
9684,7,2,4,8,MEDIUM,17
9684,7,3,8,11,MEDIUM,0
9684,7,4,11,13,MEDIUM,3
9684,7,5,13,18,MEDIUM,0
9684,7,6,18,20,MEDIUM,0
9684,7,7,20,23,MEDIUM,0
9684,7,8,23,24,MEDIUM,0
9684,7,9,24,27,MEDIUM,10
9684,7,10,27,30,MEDIUM,0
9684,7,11,30,31,MEDIUM,0
9684,7,12,31,51,MEDIUM,4
9684,7,13,51,66,HARD,0
9684,7,14,66,87,HARD,0
9684,7,15,88,88,MEDIUM,13
9684,8,1,1,3,MEDIUM,8
9684,8,2,3,10,HARD,0
9684,8,3,10,15,HARD,0
9684,8,4,15,25,MEDIUM,6
9684,8,5,25,35,HARD,5
9684,8,6,35,41,MEDIUM,0
9684,8,7,41,45,MEDIUM,0
9684,9,1,1,8,MEDIUM,0
9684,9,2,8,13,MEDIUM,0
9684,9,3,13,19,MEDIUM,0
9684,9,4,19,24,MEDIUM,0
9684,9,5,24,26,MEDIUM,0
9684,9,6,26,27,MEDIUM,0
9684,9,7,27,44,MEDIUM,1
9684,9,8,44,62,HARD,0
9684,9,9,62,83,HARD,0
9684,9,10,84,84,MEDIUM,5
9684,10,1,1,3,UNKNOWN,0
9684,10,2,3,5,MEDIUM,9
9684,10,3,5,12,MEDIUM,6
9684,10,4,12,17,MEDIUM,0
9684,10,5,17,23,MEDIUM,0
9684,10,6,23,28,MEDIUM,0
9684,10,7,28,38,HARD,0
9684,10,8,38,48,HARD,0
9684,10,9,48,57,HARD,0
9684,10,10,58,58,MEDIUM,12
9684,11,1,1,4,MEDIUM,6
9684,11,2,4,6,MEDIUM,9
9684,11,3,6,9,MEDIUM,0
9684,11,4,9,12,MEDIUM,0
9684,11,5,12,28,MEDIUM,6
9684,11,6,28,33,MEDIUM,0
9684,11,7,33,38,MEDIUM,0
9684,11,8,38,41,MEDIUM,0
9684,11,9,41,44,MEDIUM,3
9684,11,10,44,44,MEDIUM,6
9684,11,11,45,46,MEDIUM,0
9684,11,12,46,46,MEDIUM,8
9684,13,1,1,8,HARD,0
9684,13,2,8,13,MEDIUM,0
9684,13,3,13,22,MEDIUM,0
9684,13,4,22,25,MEDIUM,14
9684,13,5,25,26,MEDIUM,17
9684,13,6,26,29,MEDIUM,0
9684,13,7,29,32,MEDIUM,0
9684,13,8,32,37,MEDIUM,0
9684,13,9,37,46,MEDIUM,0
9684,13,10,46,47,MEDIUM,0
9684,13,11,47,49,MEDIUM,1
9684,13,12,49,54,MEDIUM,0
9684,13,13,54,56,MEDIUM,0
9684,14,1,1,5,HARD,14
9684,14,2,5,8,MEDIUM,0
9684,14,3,8,16,MEDIUM,3
9684,14,4,16,17,MEDIUM,0
9684,14,5,17,29,MEDIUM,1
9684,14,6,29,31,MEDIUM,0
9684,14,7,31,51,HARD,0
9684,14,8,51,75,HARD,13
9684,14,9,75,78,MEDIUM,0
9684,14,10,78,79,MEDIUM,0
9684,14,11,79,83,MEDIUM,0
9684,14,12,83,87,MEDIUM,0
9684,14,13,87,90,MEDIUM,0
9684,14,14,90,91,MEDIUM,0
9684,14,15,92,92,MEDIUM,1
9684,15,1,1,4,HARD,14
9684,15,2,4,7,HARD,17
9684,15,3,7,12,HARD,20
9684,15,4,12,13,HARD,25
9684,15,5,13,25,MEDIUM,0
9684,15,6,25,26,MEDIUM,0
9684,15,7,26,27,INTERMEDIATE,0
9684,15,8,27,28,INTERMEDIATE,0
9684,15,9,28,29,INTERMEDIATE,2
9684,15,10,29,32,HARD,26
9684,15,11,32,36,MEDIUM,13
9684,15,12,36,51,MEDIUM,0
9684,15,13,51,52,MEDIUM,15
9684,15,14,52,68,MEDIUM,0
9684,15,15,68,69,MEDIUM,16
9684,15,16,70,70,MEDIUM,17
9684,16,1,1,6,MEDIUM,0
9684,16,2,6,12,MEDIUM,0
9684,16,3,12,17,MEDIUM,0
9684,16,4,17,18,MEDIUM,23
9684,16,5,18,26,MEDIUM,24
9684,16,6,26,31,MEDIUM,0
9684,16,7,31,36,MEDIUM,0
9684,16,8,36,44,MEDIUM,5
9684,16,9,44,45,MEDIUM,5
9684,17,1,1,3,MEDIUM,11
9684,17,2,3,5,MEDIUM,13
9684,17,3,5,7,MEDIUM,15
9684,17,4,7,11,MEDIUM,0
9684,17,5,12,15,HARD,0
9684,17,6,15,21,HARD,3
9684,17,7,21,27,HARD,0
9684,17,8,27,32,HARD,0
9684,17,9,32,39,HARD,6
9684,17,10,39,45,HARD,5
9684,17,11,45,49,HARD,0
9684,17,12,50,54,MEDIUM,0
9684,17,13,55,55,MEDIUM,0
9684,17,14,55,60,MEDIUM,0
9684,17,15,60,64,MEDIUM,0
9684,17,16,64,69,MEDIUM,0
9684,17,17,69,79,MEDIUM,5
9684,17,18,79,89,MEDIUM,5
9684,17,19,89,99,MEDIUM,4
9684,17,20,99,109,MEDIUM,5
9684,17,21,109,124,HARD,0
9684,17,22,124,125,MEDIUM,15
9684,17,23,125,126,MEDIUM,15
9684,17,24,126,127,MEDIUM,14
9684,17,25,127,127,MEDIUM,16
9684,18,1,1,6,MEDIUM,12
9684,18,2,7,10,MEDIUM,0
9684,18,3,10,22,MEDIUM,0
9684,18,4,22,26,MEDIUM,0
9684,18,5,26,29,MEDIUM,4
9684,18,6,29,43,MEDIUM,7
9684,18,7,43,46,MEDIUM,0
9684,18,8,46,57,MEDIUM,0
9684,18,9,57,61,MEDIUM,0
9684,18,10,61,71,MEDIUM,4
9684,18,11,71,71,MEDIUM,21
9684,19,1,1,2,MEDIUM,0
9684,19,2,2,3,MEDIUM,7
9684,19,3,3,4,MEDIUM,8
9684,19,4,4,5,MEDIUM,23
9684,19,5,5,6,MEDIUM,9
9684,19,6,6,8,MEDIUM,0
9684,19,7,8,21,MEDIUM,2
9684,19,8,21,25,MEDIUM,0
9684,19,9,25,31,MEDIUM,4
9684,19,10,31,33,MEDIUM,0
9684,19,11,33,37,MEDIUM,2
9684,19,12,37,41,HARD,0
9684,19,13,41,44,HARD,4
9684,19,14,45,45,HARD,7
9684,19,15,46,46,HARD,7
9684,20,1,1,6,MEDIUM,16
9684,20,2,6,21,HARD,0
9684,20,3,21,32,HARD,0
9684,20,4,32,51,MEDIUM,0
9684,20,5,51,64,MEDIUM,0
9684,20,6,64,66,MEDIUM,0
9685,1,1,1,5,MEDIUM,3
9685,1,2,5,9,MEDIUM,0
9685,1,3,9,12,MEDIUM,0
9685,1,4,12,15,MEDIUM,3
9685,1,5,15,17,MEDIUM,0
9685,1,6,17,20,MEDIUM,2
9685,1,7,20,25,MEDIUM,0
9685,1,8,25,37,MEDIUM,6
9685,1,9,37,48,MEDIUM,5
9685,1,10,48,54,HARD,0
9685,1,11,54,57,HARD,0
9685,1,12,57,60,MEDIUM,0
9685,1,13,60,63,MEDIUM,0
9685,1,14,63,66,MEDIUM,0
9685,1,15,66,69,MEDIUM,0
9685,1,16,69,73,MEDIUM,0
9685,1,17,73,74,MEDIUM,0
9685,1,18,74,81,MEDIUM,3
9685,2,1,1,3,MEDIUM,6
9685,2,2,3,5,MEDIUM,8
9685,2,3,5,7,MEDIUM,10
9685,2,4,7,9,MEDIUM,10
9685,2,5,9,11,MEDIUM,12
9685,2,6,11,13,MEDIUM,14
9685,2,7,13,18,MEDIUM,5
9685,2,8,18,27,MEDIUM,0
9685,2,9,27,33,MEDIUM,0
9685,2,10,33,43,HARD,0
9685,2,11,43,53,HARD,0
9685,2,12,53,57,HARD,0
9685,3,1,1,7,MEDIUM,5
9685,3,2,7,11,MEDIUM,4
9685,3,3,11,16,MEDIUM,0
9685,3,4,16,22,MEDIUM,5
9685,3,5,22,23,MEDIUM,0
9685,3,6,23,25,MEDIUM,1
9685,3,7,25,31,MEDIUM,3
9685,3,8,31,35,MEDIUM,0
9685,3,9,36,35,MEDIUM,5
9685,4,1,1,4,MEDIUM,9
9685,4,2,4,7,MEDIUM,1
9685,4,3,7,10,UNKNOWN,0
9685,4,4,10,13,MEDIUM,5
9685,4,5,13,16,MEDIUM,0
9685,4,6,16,22,MEDIUM,3
9685,4,7,22,28,MEDIUM,0
9685,4,8,28,31,MEDIUM,0
9685,4,9,31,34,MEDIUM,3
9685,4,10,34,37,MEDIUM,12
9685,4,11,37,40,MEDIUM,15
9685,4,12,40,43,MEDIUM,18
9685,4,13,43,45,MEDIUM,21
9685,4,14,45,46,MEDIUM,6
9685,4,15,46,61,MEDIUM,7
9685,4,16,61,62,MEDIUM,6
9685,4,17,62,73,MEDIUM,7
9685,4,18,74,73,MEDIUM,9
9685,5,1,1,2,HARD,11
9685,5,2,2,11,HARD,12
9685,5,3,11,14,HARD,0
9685,5,4,14,20,HARD,3
9685,5,5,20,27,HARD,9
9685,5,6,27,30,MEDIUM,0
9685,5,7,30,33,MEDIUM,3
9685,5,8,33,39,MEDIUM,0
9685,5,9,39,45,MEDIUM,0
9685,5,10,45,51,MEDIUM,6
9685,5,11,51,61,HARD,0
9685,6,1,1,5,MEDIUM,11
9685,6,2,5,8,MEDIUM,10
9685,6,3,8,14,MEDIUM,0
9685,6,4,14,19,MEDIUM,0
9685,6,5,19,25,MEDIUM,0
9685,6,6,25,39,MEDIUM,0
9685,6,7,39,53,MEDIUM,0
9685,6,8,53,70,MEDIUM,0
9685,6,9,70,79,MEDIUM,0
9685,6,10,79,80,MEDIUM,0
9685,6,11,80,81,MEDIUM,5
9685,6,12,81,84,MEDIUM,6
9685,7,1,1,4,MEDIUM,1
9685,7,2,4,8,MEDIUM,4
9685,7,3,8,11,MEDIUM,8
9685,7,4,11,14,MEDIUM,0
9685,7,5,14,17,MEDIUM,0
9685,7,6,17,20,MEDIUM,0
9685,7,7,20,23,MEDIUM,0
9685,7,8,23,37,MEDIUM,3
9685,7,9,37,45,MEDIUM,3
9685,7,10,45,46,MEDIUM,11
9685,7,11,46,53,MEDIUM,11
9685,7,12,53,61,MEDIUM,3
9685,8,1,1,3,MEDIUM,7
9685,8,2,3,5,MEDIUM,5
9685,8,3,5,12,MEDIUM,5
9685,8,4,12,19,MEDIUM,6
9685,8,5,19,26,MEDIUM,0
9685,8,6,26,32,MEDIUM,0
9685,8,7,32,37,MEDIUM,0
9685,8,8,38,38,HARD,0
9685,8,9,38,44,HARD,0
9685,8,10,44,50,HARD,0
9685,8,11,50,53,MEDIUM,0
9685,8,12,53,64,HARD,0
9685,8,13,64,75,HARD,0
9685,8,14,75,80,HARD,0
9685,8,15,80,82,HARD,0
9685,9,1,1,8,MEDIUM,5
9685,9,2,8,11,MEDIUM,0
9685,9,3,11,14,MEDIUM,3
9685,9,4,14,19,MEDIUM,0
9685,9,5,19,24,MEDIUM,0
9685,9,6,24,28,MEDIUM,0
9685,9,7,28,33,MEDIUM,0
9685,9,8,33,43,MEDIUM,0
9685,9,9,43,49,MEDIUM,5
9685,9,10,49,59,MEDIUM,0
9685,9,11,59,62,MEDIUM,15
9685,9,12,62,66,MEDIUM,0
9685,10,1,1,34,,
9685,11,1,1,2,MEDIUM,0
9685,11,2,2,8,MEDIUM,6
9685,11,3,8,9,HARD,0
9685,11,4,9,27,HARD,1
9685,11,5,27,28,HARD,0
9685,11,6,28,46,HARD,0
9685,11,7,46,47,UNKNOWN,0
9685,11,8,47,65,HARD,1
9685,11,9,65,71,MEDIUM,5
9685,11,10,71,76,MEDIUM,0
9685,11,11,76,79,MEDIUM,0
9685,11,12,79,82,MEDIUM,0
9685,11,13,82,83,MEDIUM,3
9685,11,14,83,84,MEDIUM,0
9685,11,15,84,85,MEDIUM,11
9685,11,16,85,87,MEDIUM,3
9685,12,1,1,3,MEDIUM,5
9685,12,2,3,6,HARD,5
9685,12,3,6,11,HARD,0
9685,12,4,11,18,HARD,0
9685,12,5,18,23,HARD,0
9685,12,6,23,27,HARD,0
9685,12,7,27,39,HARD,5
9685,12,8,39,45,HARD,7
9685,12,9,45,59,HARD,5
9685,12,10,59,81,MEDIUM,0
9685,12,11,81,98,HARD,0
9685,12,12,98,101,MEDIUM,7
9685,12,13,101,106,MEDIUM,0
9685,12,14,106,109,MEDIUM,0
9685,12,15,109,113,MEDIUM,0
9685,12,16,113,116,MEDIUM,0
9685,12,17,116,127,MEDIUM,3
9685,12,18,127,137,MEDIUM,4
9685,13,1,1,6,MEDIUM,6
9685,13,2,6,10,MEDIUM,0
9685,13,3,10,16,MEDIUM,0
9685,13,4,16,22,MEDIUM,0
9685,13,5,22,35,MEDIUM,0
9685,13,6,35,48,MEDIUM,0
9685,13,7,48,67,HARD,0
9685,13,8,67,69,HARD,0
9685,15,1,1,4,MEDIUM,0
9685,15,2,4,5,MEDIUM,3
9685,15,3,5,10,MEDIUM,4
9685,15,4,10,16,MEDIUM,0
9685,15,5,16,19,MEDIUM,0
9685,15,6,19,22,MEDIUM,0
9685,15,7,22,29,MEDIUM,0
9685,15,8,29,30,MEDIUM,6
9685,15,9,30,46,MEDIUM,7
9685,15,10,46,65,HARD,0
9685,15,11,65,91,HARD,0
9685,15,12,91,91,HARD,0
9685,15,13,92,92,MEDIUM,0
9685,15,14,93,93,MEDIUM,0
9685,15,15,94,94,MEDIUM,0
9685,15,16,94,95,HARD,22
9685,15,17,95,96,MEDIUM,7
9685,15,18,96,99,MEDIUM,0
9685,15,19,99,100,HARD,22
9685,15,20,100,101,MEDIUM,22
9685,15,21,101,103,MEDIUM,0
9685,16,1,1,8,MEDIUM,9
9685,16,2,8,13,MEDIUM,0
9685,16,3,13,16,MEDIUM,0
9685,16,4,16,18,MEDIUM,3
9685,16,5,18,22,MEDIUM,0
9685,16,6,22,27,MEDIUM,0
9685,16,7,27,30,MEDIUM,0
9685,16,8,30,31,MEDIUM,0
9685,16,9,31,43,MEDIUM,1
9685,16,10,43,47,MEDIUM,4
9685,18,1,1,4,MEDIUM,1
9685,18,2,4,10,MEDIUM,0
9685,18,3,10,13,MEDIUM,3
9685,18,4,13,16,MEDIUM,0
9685,18,5,16,22,MEDIUM,0
9685,18,6,22,25,MEDIUM,0
9685,18,7,25,28,MEDIUM,0
9685,18,8,28,29,MEDIUM,0
9685,18,9,29,48,MEDIUM,4
9685,18,10,48,71,HARD,0
9685,18,11,71,84,HARD,0
9685,18,12,84,87,MEDIUM,0
9685,18,13,87,91,MEDIUM,3
9685,19,1,1,3,MEDIUM,0
9685,19,2,3,9,HARD,0
9685,19,3,9,12,HARD,0
9685,19,4,12,15,HARD,3
9685,19,5,15,16,MEDIUM,5
9685,19,6,16,34,MEDIUM,0
9685,19,7,34,55,HARD,0
9685,19,8,55,67,HARD,6
9685,19,9,67,69,MEDIUM,0
9685,19,10,69,70,MEDIUM,8
9685,19,11,70,74,MEDIUM,0
9685,19,12,74,77,MEDIUM,0
9685,19,13,77,80,MEDIUM,0
9685,19,14,80,83,MEDIUM,0
9685,19,15,83,85,MEDIUM,3
9685,20,1,1,6,MEDIUM,21
9685,20,2,6,9,MEDIUM,0
9685,20,3,9,12,MEDIUM,0
9685,20,4,12,19,MEDIUM,6
9685,20,5,19,22,MEDIUM,0
9685,20,6,22,25,MEDIUM,3
9685,20,7,25,26,MEDIUM,13
9685,20,8,26,31,MEDIUM,0
9685,20,9,31,47,HARD,0
9685,20,10,47,59,HARD,0
9686,1,1,1,8,MEDIUM,0
9686,1,2,8,11,SOFT,0
9686,1,3,11,13,SOFT,0
9686,1,4,13,21,MEDIUM,7
9686,2,1,1,8,MEDIUM,0
9686,2,2,8,13,MEDIUM,7
9686,2,3,13,21,SOFT,0
