session_key,driver_id,stint_number,lap_start,lap_end,compound,tyre_age_at_start
9906,8,1,1,5,MEDIUM,0
9906,8,2,6,10,MEDIUM,5
9906,8,3,11,17,SOFT,0
9906,8,4,18,26,MEDIUM,10
9906,9,1,1,5,HARD,0
9906,9,2,6,10,HARD,5
9906,9,3,11,13,SOFT,0
9906,9,4,14,18,SOFT,3
9906,9,5,19,29,SOFT,8
9906,10,1,1,5,MEDIUM,0
9906,10,2,6,12,MEDIUM,5
9906,10,3,13,19,SOFT,0
9906,10,4,20,28,MEDIUM,12
9906,11,1,1,4,MEDIUM,0
9906,11,2,5,7,MEDIUM,4
9906,11,3,8,11,MEDIUM,7
9906,11,4,12,17,SOFT,0
9906,11,5,18,28,MEDIUM,11
9906,12,1,1,3,MEDIUM,0
9906,12,2,4,5,MEDIUM,3
9906,12,3,6,11,MEDIUM,5
9906,12,4,12,16,SOFT,0
9906,12,5,17,25,MEDIUM,11
9906,12,6,26,28,SOFT,5
9906,13,1,1,5,HARD,0
9906,13,2,6,8,HARD,0
9906,13,3,9,11,SOFT,0
9906,13,4,12,14,SOFT,0
9906,13,5,15,24,HARD,8
9906,13,6,25,27,SOFT,0
9906,14,1,1,3,MEDIUM,0
9906,14,2,4,4,MEDIUM,3
9906,14,3,5,7,MEDIUM,4
9906,14,4,8,10,SOFT,0
9906,14,5,11,13,SOFT,3
9906,14,6,14,25,MEDIUM,7
9906,15,1,1,6,HARD,0
9906,15,2,7,10,HARD,6
9906,15,3,11,13,SOFT,0
9906,15,4,14,16,SOFT,3
9906,15,5,17,26,HARD,10
9906,15,6,27,29,SOFT,0
9906,16,1,1,4,HARD,0
9906,16,2,5,8,HARD,4
9906,16,3,9,11,SOFT,0
9906,16,4,12,14,SOFT,3
9906,16,5,15,26,HARD,8
9906,17,1,1,3,MEDIUM,0
9906,17,2,4,5,MEDIUM,3
9906,17,3,6,11,MEDIUM,5
9906,17,4,12,17,SOFT,0
9906,17,5,18,27,MEDIUM,11
9906,17,6,28,30,SOFT,6
9906,18,1,1,5,HARD,0
9906,18,2,6,7,HARD,5
9906,18,3,8,10,HARD,0
9906,18,4,11,16,SOFT,0
9906,18,5,17,29,HARD,10
9906,19,1,1,5,MEDIUM,0
9906,19,2,6,11,MEDIUM,5
9906,19,3,12,14,SOFT,0
9906,19,4,15,17,SOFT,3
9906,19,5,18,29,MEDIUM,11
9906,20,1,1,6,HARD,0
9906,20,2,7,9,HARD,6
9906,20,3,10,15,SOFT,0
9906,20,4,16,29,HARD,0
9906,29,1,1,5,MEDIUM,0
9906,29,2,6,8,MEDIUM,5
9906,29,3,9,11,SOFT,0
9906,29,4,12,14,SOFT,3
9906,29,5,15,30,MEDIUM,8
9907,1,1,1,3,SOFT,0
9907,1,2,4,9,SOFT,0
9907,1,3,10,11,SOFT,0
9907,1,4,12,14,SOFT,0
9907,1,5,15,18,SOFT,3
9907,2,1,1,12,HARD,0
9907,2,2,13,15,SOFT,0
9907,2,3,16,18,SOFT,3
9907,2,4,19,21,SOFT,6
9907,3,1,1,3,MEDIUM,0
9907,3,2,4,6,MEDIUM,0
9907,3,3,7,9,MEDIUM,0
9907,3,4,10,12,SOFT,0
9907,3,5,13,15,SOFT,3
9907,3,6,16,18,MEDIUM,0
9907,4,1,1,1,HARD,0
9907,4,2,2,7,SOFT,0
9907,4,3,8,10,SOFT,0
9907,4,4,11,13,SOFT,0
9907,4,5,14,16,SOFT,0
9907,4,6,17,17,SOFT,9
9907,4,7,18,20,SOFT,0
9907,6,1,1,10,HARD,0
9907,6,2,11,15,HARD,10
9907,6,3,16,23,SOFT,0
9907,7,1,1,3,SOFT,0
9907,7,2,4,6,SOFT,0
9907,7,3,7,16,SOFT,6
9907,7,4,17,19,SOFT,0
9907,7,5,20,24,SOFT,3
9907,8,1,1,1,HARD,0
9907,8,2,2,2,MEDIUM,0
9907,8,3,3,10,HARD,0
9907,8,4,11,13,SOFT,0
9907,8,5,14,16,SOFT,3
9907,8,6,17,19,SOFT,6
9907,9,1,1,9,MEDIUM,0
9907,9,2,10,13,MEDIUM,9
9907,9,3,14,17,MEDIUM,13
9907,9,4,18,20,SOFT,0
9907,9,5,21,24,SOFT,3
9907,10,1,1,1,HARD,0
9907,10,2,2,2,MEDIUM,0
9907,10,3,3,11,HARD,0
9907,10,4,12,14,SOFT,0
9907,10,5,15,17,SOFT,3
9907,10,6,18,22,SOFT,6
9907,11,1,1,8,HARD,0
9907,11,2,9,17,HARD,0
9907,11,3,18,20,SOFT,0
9907,11,4,21,24,SOFT,3
9907,12,1,1,5,SOFT,0
9907,12,2,6,11,SOFT,5
9907,12,3,12,14,SOFT,11
9907,12,4,15,20,SOFT,0
9907,12,5,21,23,SOFT,0
9907,13,1,1,1,MEDIUM,0
9907,13,2,2,6,MEDIUM,1
9907,13,3,7,9,MEDIUM,0
9907,13,4,10,12,SOFT,0
9907,13,5,13,15,SOFT,3
9907,13,6,16,18,MEDIUM,9
9907,14,1,1,4,MEDIUM,0
9907,14,2,5,7,MEDIUM,0
9907,14,3,8,11,MEDIUM,0
9907,14,4,12,14,SOFT,0
9907,15,1,1,3,MEDIUM,0
9907,15,2,4,9,MEDIUM,3
9907,15,3,10,12,SOFT,0
9907,15,4,13,15,SOFT,3
9907,15,5,16,20,SOFT,0
9907,16,1,1,9,MEDIUM,0
9907,16,2,10,12,MEDIUM,9
9907,16,3,13,16,MEDIUM,12
9907,16,4,17,19,SOFT,0
9907,16,5,20,23,SOFT,0
9907,17,1,1,6,MEDIUM,0
9907,17,2,7,10,MEDIUM,6
9907,17,3,11,15,MEDIUM,10
9907,17,4,16,23,SOFT,0
9907,18,1,1,3,SOFT,0
9907,18,2,4,6,SOFT,3
9907,18,3,7,9,SOFT,0
9907,18,4,10,12,SOFT,0
9907,18,5,13,15,SOFT,3
9907,18,6,16,16,SOFT,6
9907,18,7,17,19,SOFT,7
9907,19,1,1,13,HARD,0
9907,19,2,14,16,SOFT,0
9907,19,3,17,19,SOFT,3
9907,19,4,20,22,SOFT,6
9907,20,1,1,6,MEDIUM,0
9907,20,2,7,11,MEDIUM,6
9907,20,3,12,14,SOFT,0
9907,20,4,15,17,SOFT,11
9907,20,5,18,22,SOFT,0
9907,29,1,1,9,HARD,0
9907,29,2,10,14,HARD,9
9907,29,3,15,22,SOFT,0
9908,1,1,1,3,SOFT,0
9908,1,2,4,6,SOFT,3
9908,1,3,7,9,SOFT,0
9908,1,4,10,12,SOFT,3
9908,1,5,13,15,SOFT,0
9908,1,6,16,18,SOFT,0
9908,2,1,1,3,SOFT,0
9908,2,2,4,7,SOFT,3
9908,2,3,8,9,SOFT,0
9908,2,4,10,15,SOFT,0
9908,2,5,16,18,SOFT,0
9908,2,6,19,21,SOFT,0
9908,3,1,1,3,SOFT,0
9908,3,2,4,6,SOFT,3
9908,3,3,7,9,SOFT,0
9908,3,4,10,12,SOFT,0
9908,3,5,13,15,SOFT,0
9908,3,6,16,18,SOFT,3
9908,3,7,19,21,SOFT,0
9908,4,1,1,3,SOFT,0
9908,4,2,4,6,SOFT,0
9908,6,1,1,3,SOFT,0
9908,6,2,4,6,SOFT,0
9908,6,3,7,9,SOFT,0
9908,7,1,1,7,MEDIUM,0
9908,7,2,8,10,SOFT,0
9908,7,3,11,13,SOFT,0
9908,7,4,14,16,SOFT,0
9908,7,5,17,19,SOFT,3
9908,7,6,20,22,SOFT,0
9908,8,1,1,3,SOFT,0
9908,8,2,4,6,SOFT,0
9908,8,3,7,8,SOFT,0
9908,8,4,9,11,SOFT,2
9908,8,5,12,14,SOFT,0
9908,8,6,15,17,SOFT,0
9908,8,7,18,20,SOFT,0
9908,9,1,1,3,SOFT,0
9908,9,2,4,6,SOFT,3
9908,9,3,7,8,SOFT,0
9908,9,4,9,11,SOFT,0
9908,9,5,12,14,SOFT,0
9908,9,6,15,17,SOFT,0
9908,9,7,18,20,SOFT,0
9908,10,1,1,3,SOFT,0
9908,10,2,4,6,SOFT,0
9908,10,3,7,9,SOFT,0
9908,11,1,1,3,SOFT,0
9908,11,2,4,6,SOFT,0
9908,11,3,7,9,SOFT,0
9908,11,4,10,12,SOFT,0
9908,11,5,13,15,SOFT,3
9908,11,6,16,18,SOFT,0
9908,12,1,1,4,SOFT,0
9908,12,2,5,7,SOFT,4
9908,12,3,8,10,SOFT,7
9908,12,4,11,13,SOFT,0
9908,12,5,14,16,SOFT,0
9908,13,1,1,3,SOFT,0
9908,13,2,4,6,SOFT,0
9908,13,3,7,9,SOFT,0
9908,13,4,10,12,SOFT,0
9908,13,5,13,15,SOFT,0
9908,14,1,1,3,SOFT,0
9908,14,2,4,5,SOFT,0
9908,15,1,1,3,SOFT,0
9908,15,2,4,6,SOFT,0
9908,15,3,7,9,SOFT,0
9908,15,4,10,12,SOFT,3
9908,15,5,13,15,SOFT,0
9908,16,1,1,3,SOFT,0
9908,16,2,4,6,SOFT,3
9908,16,3,7,8,SOFT,0
9908,16,4,9,11,SOFT,2
9908,16,5,12,14,SOFT,0
9908,16,6,15,17,SOFT,0
9908,16,7,18,20,SOFT,0
9908,17,1,1,3,SOFT,0
9908,17,2,4,6,SOFT,3
9908,17,3,7,10,SOFT,0
9908,17,4,11,13,SOFT,4
9908,17,5,14,16,SOFT,0
9908,17,6,17,19,SOFT,3
9908,18,1,1,3,MEDIUM,0
9908,18,2,4,6,MEDIUM,3
9908,18,3,7,9,SOFT,0
9908,18,4,10,12,SOFT,0
9908,18,5,13,15,SOFT,0
9908,18,6,16,18,SOFT,0
9908,19,1,1,3,SOFT,0
9908,19,2,4,7,SOFT,3
9908,19,3,8,10,SOFT,0
9908,19,4,11,13,SOFT,0
9908,19,5,14,16,SOFT,0
9908,19,6,17,19,SOFT,0
9908,20,1,1,3,SOFT,0
9908,20,2,4,6,SOFT,0
9908,20,3,7,9,SOFT,0
9908,20,4,10,12,SOFT,3
9908,20,5,13,15,SOFT,0
9908,29,1,1,3,SOFT,0
9908,29,2,4,6,SOFT,0
9908,29,3,7,9,SOFT,0
9912,1,1,1,37,MEDIUM,0
9912,1,2,38,53,HARD,0
9912,2,1,1,46,MEDIUM,0
9912,2,2,47,53,SOFT,2
9912,3,1,1,20,MEDIUM,0
9912,3,2,21,53,HARD,0
9912,4,1,1,32,HARD,1
9912,4,2,33,53,MEDIUM,0
9912,6,1,1,49,HARD,0
9912,6,2,50,52,SOFT,0
9912,7,1,1,28,MEDIUM,0
9912,7,2,29,53,HARD,0
9912,8,1,1,20,MEDIUM,1
9912,8,2,21,24,HARD,1
9912,9,1,1,33,MEDIUM,0
9912,9,2,34,53,HARD,0
9912,10,1,1,49,HARD,1
9912,10,2,50,52,SOFT,0
9912,11,1,1,19,MEDIUM,0
9912,11,2,20,53,HARD,0
9912,12,1,1,41,HARD,0
9912,12,2,42,53,MEDIUM,0
9912,13,1,1,1,MEDIUM,0
9912,14,1,1,9,SOFT,0
9912,14,2,10,53,HARD,0
9912,15,1,1,51,HARD,0
9912,15,2,52,52,SOFT,0
9912,16,1,1,38,MEDIUM,0
9912,16,2,39,53,HARD,0
9912,17,1,1,30,MEDIUM,0
9912,17,2,31,53,HARD,0
9912,18,1,1,27,MEDIUM,0
9912,18,2,28,53,HARD,0
9912,19,1,1,45,MEDIUM,0
9912,19,2,46,53,SOFT,3
9912,20,1,1,18,MEDIUM,0
9912,20,2,19,53,HARD,0
9912,29,1,1,33,MEDIUM,0
9912,29,2,34,52,HARD,0
9913,1,1,1,6,MEDIUM,0
9913,1,2,7,9,MEDIUM,0
9913,1,3,10,12,SOFT,3
9913,1,4,13,24,MEDIUM,6
9913,2,1,1,7,MEDIUM,0
9913,2,2,8,12,MEDIUM,0
9913,2,3,13,15,SOFT,0
9913,2,4,16,17,SOFT,3
9913,2,5,18,31,MEDIUM,12
9913,2,6,32,35,SOFT,0
9913,3,1,1,7,MEDIUM,0
9913,3,2,8,10,MEDIUM,7
9913,3,3,11,13,SOFT,0
9913,3,4,14,16,SOFT,3
9913,3,5,17,18,SOFT,0
9913,3,6,19,26,SOFT,10
9913,3,7,27,30,MEDIUM,0
9913,4,1,1,5,MEDIUM,0
9913,4,2,6,7,MEDIUM,5
9913,4,3,8,10,MEDIUM,7
9913,4,4,11,13,MEDIUM,0
9913,4,5,14,19,SOFT,0
9913,4,6,20,30,SOFT,0
9913,6,1,1,7,MEDIUM,0
9913,6,2,8,12,MEDIUM,7
9913,6,3,13,17,SOFT,0
9913,6,4,18,30,MEDIUM,12
9913,7,1,1,3,MEDIUM,0
9913,7,2,4,6,MEDIUM,3
9913,8,1,1,6,MEDIUM,0
9913,8,2,7,9,MEDIUM,6
9913,8,3,10,12,SOFT,0
9913,8,4,13,16,SOFT,3
9913,8,5,17,25,MEDIUM,9
9913,9,1,1,7,MEDIUM,0
9913,9,2,8,12,MEDIUM,7
9913,9,3,13,15,SOFT,0
9913,9,4,16,21,SOFT,3
9913,9,5,22,32,MEDIUM,12
9913,10,1,1,7,MEDIUM,0
9913,10,2,8,12,MEDIUM,7
9913,10,3,13,15,SOFT,0
9913,10,4,16,19,SOFT,3
9913,10,5,20,25,MEDIUM,0
9913,11,1,1,6,HARD,0
9913,11,2,7,12,SOFT,0
9913,11,3,13,24,SOFT,6
9913,12,1,1,3,MEDIUM,0
9913,12,2,4,6,MEDIUM,3
9913,12,3,7,14,MEDIUM,6
9913,12,4,15,17,SOFT,0
9913,12,5,18,20,SOFT,3
9913,12,6,21,33,MEDIUM,14
9913,13,1,1,8,MEDIUM,0
9913,13,2,9,11,SOFT,0
9913,13,3,12,14,SOFT,0
9913,13,4,15,16,SOFT,0
9913,13,5,17,27,MEDIUM,8
9913,13,6,28,30,SOFT,8
9913,14,1,1,5,MEDIUM,0
9913,14,2,6,7,MEDIUM,5
9913,14,3,8,12,MEDIUM,7
9913,14,4,13,15,SOFT,0
9913,14,5,16,29,MEDIUM,12
9913,15,1,1,7,MEDIUM,0
9913,15,2,8,10,MEDIUM,7
9913,15,3,11,13,SOFT,0
9913,15,4,14,16,SOFT,3
9913,15,5,17,29,MEDIUM,10
9913,16,1,1,6,MEDIUM,0
9913,16,2,7,10,MEDIUM,0
9913,16,3,11,13,SOFT,0
9913,16,4,14,16,SOFT,3
9913,16,5,17,28,SOFT,6
9913,17,1,1,7,MEDIUM,0
9913,17,2,8,14,MEDIUM,7
9913,17,3,15,22,SOFT,0
9913,17,4,23,33,MEDIUM,8
9913,18,1,1,3,MEDIUM,0
9913,18,2,4,5,MEDIUM,3
9913,18,3,6,8,MEDIUM,0
9913,18,4,9,10,SOFT,0
9913,18,5,11,13,SOFT,0
9913,18,6,14,29,MEDIUM,8
9913,19,1,1,7,MEDIUM,0
9913,19,2,8,10,MEDIUM,7
9913,19,3,11,13,SOFT,0
9913,19,4,14,16,SOFT,3
9913,19,5,17,29,MEDIUM,10
9913,19,6,30,32,SOFT,0
9913,20,1,1,7,MEDIUM,0
9913,20,2,8,10,MEDIUM,7
9913,20,3,11,13,SOFT,0
9913,20,4,14,16,SOFT,3
9913,20,5,17,30,MEDIUM,10
9913,29,1,1,6,MEDIUM,0
9913,29,2,7,9,MEDIUM,6
9913,29,3,10,12,SOFT,0
9913,29,4,13,15,SOFT,3
9913,29,5,16,27,MEDIUM,0
9914,1,1,1,4,HARD,0
9914,1,2,5,7,HARD,4
9914,1,3,8,10,SOFT,0
9914,1,4,11,16,SOFT,3
9914,1,5,17,23,HARD,7
9914,2,1,1,7,MEDIUM,0
9914,2,2,8,11,MEDIUM,0
9914,2,3,12,14,SOFT,0
9914,2,4,15,15,SOFT,3
9914,2,5,16,25,MEDIUM,11
9914,2,6,26,28,SOFT,4
9914,3,1,1,3,MEDIUM,0
9914,3,2,4,6,SOFT,0
9914,3,3,7,7,SOFT,0
9914,3,4,8,10,SOFT,4
9914,3,5,11,25,MEDIUM,3
9914,4,1,1,1,HARD,0
9914,6,1,1,5,MEDIUM,0
9914,6,2,6,6,SOFT,0
9914,6,3,7,13,MEDIUM,0
9914,6,4,14,15,SOFT,1
9914,6,5,16,28,MEDIUM,12
9914,7,1,1,6,SOFT,0
9914,7,2,7,8,SOFT,6
9914,7,3,9,11,SOFT,8
9914,7,4,12,12,SOFT,0
9914,7,5,13,15,SOFT,1
9914,7,6,16,18,SOFT,4
9914,7,7,19,21,SOFT,7
9914,8,1,1,7,MEDIUM,0
9914,8,2,8,10,SOFT,0
9914,8,3,11,13,SOFT,3
9914,8,4,14,20,MEDIUM,7
9914,9,1,1,7,HARD,0
9914,9,2,8,10,HARD,7
9914,9,3,11,13,SOFT,0
9914,9,4,14,17,SOFT,0
9914,9,5,18,23,SOFT,7
9914,10,1,1,7,MEDIUM,0
9914,11,1,1,6,MEDIUM,0
9914,11,2,7,10,MEDIUM,6
9914,11,3,11,13,SOFT,0
9914,11,4,14,26,MEDIUM,3
9914,12,1,1,5,HARD,0
9914,12,2,6,6,SOFT,0
9914,12,3,7,14,HARD,5
9914,12,4,15,16,SOFT,1
9914,13,1,1,3,MEDIUM,0
9914,13,2,4,6,SOFT,0
9914,13,3,7,7,SOFT,3
9914,13,4,8,10,SOFT,4
9914,13,5,11,25,MEDIUM,3
9914,14,1,1,7,HARD,0
9914,14,2,8,13,HARD,7
9914,14,3,14,15,SOFT,0
9914,14,4,16,18,SOFT,2
9914,14,5,19,25,SOFT,5
9914,15,1,1,5,MEDIUM,0
9914,15,2,6,7,SOFT,0
9914,15,3,8,10,SOFT,0
9914,15,4,11,12,SOFT,5
9914,15,5,13,15,SOFT,0
9914,15,6,16,23,MEDIUM,0
9914,16,1,1,7,HARD,0
9914,16,2,8,12,SOFT,0
9914,16,3,13,14,SOFT,5
9914,16,4,15,22,HARD,7
9914,17,1,1,5,HARD,0
9914,17,2,6,7,SOFT,0
9914,17,3,8,9,HARD,5
9914,17,4,10,15,HARD,7
9914,17,5,16,17,SOFT,2
9914,17,6,18,18,SOFT,0
9914,17,7,19,30,HARD,13
9914,18,1,1,6,HARD,0
9914,18,2,7,8,HARD,6
9914,18,3,9,12,SOFT,0
9914,18,4,13,25,HARD,8
9914,19,1,1,7,MEDIUM,0
9914,19,2,8,9,MEDIUM,7
9914,19,3,10,12,MEDIUM,0
9914,19,4,13,15,SOFT,0
9914,19,5,16,25,MEDIUM,12
9914,19,6,26,29,SOFT,0
9914,20,1,1,4,MEDIUM,0
9914,20,2,5,7,SOFT,0
9914,20,3,8,11,SOFT,3
9914,20,4,12,26,MEDIUM,4
9914,29,1,1,5,MEDIUM,0
9914,29,2,6,6,SOFT,0
9914,29,3,7,14,MEDIUM,5
9914,29,4,15,15,SOFT,0
9914,29,5,16,18,SOFT,13
9914,29,6,19,26,SOFT,5
9915,1,1,1,3,MEDIUM,0
9915,1,2,4,9,MEDIUM,0
9915,1,3,10,11,MEDIUM,9
9915,1,4,12,14,SOFT,0
9915,1,5,15,17,SOFT,3
9915,1,6,18,20,SOFT,0
9915,2,1,1,1,HARD,0
9915,2,2,2,4,SOFT,0
9915,2,3,5,7,SOFT,3
9915,2,4,8,10,SOFT,0
9915,2,5,11,13,SOFT,0
9915,2,6,14,16,SOFT,6
9915,3,1,1,7,HARD,0
9915,3,2,8,10,HARD,7
9915,3,3,11,13,HARD,10
9915,3,4,14,16,SOFT,0
9915,3,5,17,18,SOFT,3
9915,3,6,19,21,SOFT,5
9915,4,1,1,1,INTERMEDIATE,0
9915,4,2,2,7,SOFT,0
9915,4,3,8,9,SOFT,6
9915,4,4,10,12,SOFT,0
9915,4,5,13,18,SOFT,0
9915,4,6,19,21,SOFT,11
9915,6,1,1,3,INTERMEDIATE,0
9915,6,2,4,15,HARD,0
9915,6,3,16,24,SOFT,0
9915,7,1,1,4,MEDIUM,0
9915,7,2,5,7,MEDIUM,0
9915,7,3,8,10,MEDIUM,0
9915,7,4,11,11,MEDIUM,10
9915,7,5,12,23,MEDIUM,11
9915,7,6,24,26,SOFT,0
9915,7,7,27,31,SOFT,3
9915,8,1,1,13,SOFT,0
9915,8,2,14,16,SOFT,0
9915,8,3,17,20,SOFT,3
9915,9,1,1,1,HARD,0
9915,9,2,2,9,MEDIUM,0
9915,9,3,10,12,MEDIUM,0
9915,9,4,13,15,MEDIUM,11
9915,9,5,16,18,SOFT,0
9915,9,6,19,23,SOFT,3
9915,10,1,1,1,INTERMEDIATE,0
9915,10,2,2,14,SOFT,0
9915,10,3,15,17,SOFT,0
9915,10,4,18,20,SOFT,0
9915,10,5,21,24,SOFT,6
9915,11,1,1,10,MEDIUM,0
9915,11,2,11,13,SOFT,0
9915,11,3,14,19,SOFT,3
9915,12,1,1,1,INTERMEDIATE,0
9915,12,2,2,13,MEDIUM,0
9915,12,3,14,19,SOFT,0
9915,12,4,20,22,MEDIUM,12
9915,13,1,1,7,HARD,0
9915,13,2,8,14,HARD,7
9915,13,3,15,17,SOFT,0
9915,13,4,18,21,SOFT,3
9915,13,5,22,24,SOFT,0
9915,14,1,1,6,MEDIUM,0
9915,14,2,7,9,MEDIUM,0
9915,14,3,10,12,SOFT,0
9915,14,4,13,17,SOFT,0
9915,15,1,1,6,HARD,0
9915,15,2,7,9,HARD,6
9915,15,3,10,12,SOFT,0
9915,15,4,13,15,SOFT,3
9915,15,5,16,18,HARD,9
9915,16,1,1,1,HARD,0
9915,16,2,2,8,MEDIUM,0
9915,16,3,9,10,MEDIUM,7
9915,16,4,11,13,MEDIUM,0
9915,16,5,14,20,SOFT,0
9915,17,1,1,1,INTERMEDIATE,0
9915,17,2,2,13,MEDIUM,0
9915,17,3,14,23,SOFT,0
9915,18,1,1,3,MEDIUM,0
9915,18,2,4,9,MEDIUM,3
9915,18,3,10,14,SOFT,0
9915,18,4,15,17,MEDIUM,9
9915,19,1,1,1,HARD,0
9915,19,2,2,4,SOFT,0
9915,19,3,5,7,SOFT,3
9915,19,4,8,10,SOFT,0
9915,19,5,11,15,SOFT,3
9915,20,1,1,1,INTERMEDIATE,0
9915,20,2,2,7,HARD,0
9915,20,3,8,10,HARD,6
9915,20,4,11,13,SOFT,0
9915,20,5,14,16,SOFT,3
9915,20,6,17,19,HARD,9
9915,29,1,1,7,HARD,0
9915,29,2,8,13,HARD,0
9915,29,3,14,21,SOFT,0
9916,1,1,1,3,SOFT,0
9916,1,2,4,6,SOFT,3
9916,1,3,7,9,SOFT,0
9916,1,4,10,12,SOFT,3
9916,1,5,13,15,SOFT,0
9916,1,6,16,18,SOFT,0
9916,2,1,1,3,SOFT,0
9916,2,2,4,6,SOFT,3
9916,2,3,7,9,SOFT,0
9916,2,4,10,12,SOFT,3
9916,2,5,13,15,SOFT,0
9916,2,6,16,18,SOFT,0
9916,3,1,1,3,SOFT,0
9916,3,2,4,6,SOFT,0
9916,3,3,7,9,SOFT,0
9916,3,4,10,12,SOFT,0
9916,4,1,1,3,SOFT,0
9916,4,2,4,6,SOFT,0
9916,4,3,7,9,SOFT,0
9916,4,4,10,12,SOFT,0
9916,4,5,13,15,SOFT,3
9916,4,6,16,18,SOFT,0
9916,6,1,1,3,SOFT,0
9916,6,2,4,6,SOFT,0
9916,6,3,7,9,SOFT,0
9916,6,4,10,12,SOFT,3
9916,6,5,13,15,SOFT,0
9916,7,1,1,3,SOFT,0
9916,7,2,4,6,SOFT,0
9916,7,3,7,9,SOFT,0
9916,7,4,10,12,SOFT,0
9916,8,1,1,3,SOFT,0
9916,8,2,4,5,SOFT,0
9916,8,3,6,8,SOFT,0
9916,8,4,9,11,SOFT,0
9916,8,5,12,14,SOFT,3
9916,8,6,15,17,SOFT,0
9916,9,1,1,3,SOFT,0
9916,9,2,4,6,SOFT,3
9916,9,3,7,9,SOFT,0
9916,9,4,10,12,SOFT,3
9916,9,5,13,15,SOFT,0
9916,9,6,16,16,SOFT,0
9916,9,7,17,19,SOFT,1
9916,9,8,20,22,SOFT,0
9916,10,1,1,2,SOFT,0
9916,11,1,1,3,SOFT,0
9916,11,2,4,6,SOFT,3
9916,11,3,7,9,SOFT,0
9916,11,4,10,12,SOFT,0
9916,11,5,13,15,SOFT,0
9916,12,1,1,3,SOFT,0
9916,12,2,4,6,SOFT,0
9916,12,3,7,9,SOFT,0
9916,12,4,10,12,SOFT,0
9916,13,1,1,3,SOFT,0
9916,13,2,4,6,SOFT,0
9916,13,3,7,9,SOFT,0
9916,14,1,1,3,SOFT,0
9916,14,2,4,6,SOFT,0
9916,14,3,7,9,SOFT,0
9916,14,4,10,12,SOFT,0
9916,14,5,13,15,SOFT,3
9916,14,6,16,18,SOFT,0
9916,15,1,1,3,SOFT,0
9916,15,2,4,6,SOFT,0
9916,15,3,7,9,SOFT,0
9916,16,1,1,3,SOFT,0
9916,16,2,4,5,SOFT,3
9916,16,3,6,8,SOFT,0
9916,16,4,9,11,SOFT,3
9916,16,5,12,14,SOFT,0
9916,16,6,15,15,SOFT,0
9916,16,7,16,18,SOFT,1
9916,16,8,19,21,SOFT,0
9916,17,1,1,3,SOFT,0
9916,17,2,4,6,SOFT,0
9916,17,3,7,9,SOFT,0
9916,17,4,10,12,SOFT,0
9916,17,5,13,15,SOFT,3
9916,17,6,16,18,SOFT,0
9916,18,1,1,3,SOFT,0
9916,18,2,4,6,SOFT,0
9916,18,3,7,9,SOFT,3
9916,18,4,10,12,SOFT,0
9916,18,5,13,15,SOFT,0
9916,18,6,16,18,SOFT,0
9916,19,1,1,3,SOFT,0
9916,19,2,4,6,SOFT,3
9916,19,3,7,9,SOFT,0
9916,19,4,10,12,SOFT,0
9916,19,5,13,15,SOFT,0
9916,19,6,16,18,SOFT,0
9916,20,1,1,3,SOFT,0
9916,20,2,4,6,SOFT,3
9916,20,3,7,9,SOFT,0
9916,29,1,1,3,SOFT,0
9916,29,2,4,6,SOFT,0
9916,29,3,7,9,SOFT,0
9920,1,1,1,23,SOFT,0
9920,1,2,24,53,MEDIUM,0
9920,1,3,54,72,SOFT,0
9920,2,1,1,23,MEDIUM,0
9920,2,2,24,53,HARD,0
9920,2,3,54,64,HARD,1
9920,3,1,1,22,MEDIUM,0
9920,3,2,23,60,HARD,0
9920,3,3,61,72,SOFT,0
9920,4,1,1,23,MEDIUM,0
9920,4,2,24,53,HARD,0
9920,4,3,54,72,SOFT,2
9920,6,1,1,23,MEDIUM,0
9920,6,2,24,72,HARD,0
9920,7,1,1,23,MEDIUM,0
9920,7,2,24,51,HARD,0
9920,7,3,52,53,SOFT,0
9920,7,4,54,72,SOFT,0
9920,8,1,1,18,MEDIUM,0
9920,8,2,19,40,HARD,0
9920,8,3,41,72,HARD,0
9920,9,1,1,22,MEDIUM,0
9920,9,2,23,52,HARD,1
9920,9,3,53,53,SOFT,3
9920,10,1,1,8,MEDIUM,0
9920,10,2,9,52,HARD,0
9920,10,3,53,72,HARD,0
9920,11,1,1,19,SOFT,0
9920,11,2,20,53,HARD,0
9920,11,3,54,72,SOFT,3
9920,12,1,1,23,MEDIUM,0
9920,12,2,24,53,HARD,0
9920,12,3,54,72,SOFT,0
9920,13,1,1,19,SOFT,0
9920,13,2,20,53,HARD,0
9920,13,3,54,72,MEDIUM,0
9920,14,1,1,23,MEDIUM,0
9920,14,2,24,27,HARD,0
9920,14,3,28,52,SOFT,3
9920,14,4,53,72,SOFT,3
9920,15,1,1,52,HARD,0
9920,15,2,53,72,MEDIUM,0
9920,16,1,1,22,MEDIUM,0
9920,17,1,1,23,MEDIUM,0
9920,17,2,24,27,HARD,0
9920,17,3,28,51,SOFT,3
9920,17,4,52,65,SOFT,3
9920,17,5,66,72,SOFT,3
9920,18,1,1,23,MEDIUM,0
9920,18,2,24,53,HARD,0
9920,18,3,54,72,SOFT,3
9920,19,1,1,23,MEDIUM,0
9920,19,2,24,53,HARD,0
9920,19,3,54,72,HARD,0
9920,20,1,1,53,HARD,0
9920,20,2,54,72,MEDIUM,0
9920,29,1,1,19,SOFT,0
