session_key,ts,category,flag,scope,sector,lap_number,driver_id,message
11229,2026-03-07 04:37:12.986+02,SessionStatus,,,,,,SESSION ABORTED
11229,2026-03-07 04:37:13+02,Flag,RED,Track,,,,RED FLAG
11229,2026-03-07 04:37:13+02,Flag,CLEAR,Sector,2,,,CLEAR IN TRACK SECTOR 2
11229,2026-03-07 04:37:13+02,Flag,CLEAR,Sector,3,,,CLEAR IN TRACK SECTOR 3
11229,2026-03-07 04:37:37+02,Other,,,,,,MEDICAL CAR DEPLOYED
11229,2026-03-07 04:40:39+02,Flag,CLEAR,Track,,,,TRACK CLEAR
11229,2026-03-07 04:40:42+02,Other,,,,,,OVERTAKE ENABLED
11229,2026-03-07 04:41:35+02,Flag,DOUBLE YELLOW,Sector,3,,,DOUBLE YELLOW IN TRACK SECTOR 3
11229,2026-03-07 04:44:31+02,Other,,,,,,SESSION WILL RESUME AT 13:46
11229,2026-03-07 04:45:20+02,Flag,CLEAR,Sector,3,,,CLEAR IN TRACK SECTOR 3
11229,2026-03-07 04:46:00+02,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
11229,2026-03-07 04:46:00.184+02,SessionStatus,,,,,,SESSION STARTED
11229,2026-03-07 04:46:02+02,Other,,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3
11229,2026-03-07 04:50:00+02,Flag,CHEQUERED,Track,,,,CHEQUERED FLAG
11229,2026-03-07 04:50:00.271+02,SessionStatus,,,,,,SESSION FINISHED
11229,2026-03-07 04:50:11+02,Other,,,,,,FIRST CAR TO TAKE THE FLAG - CAR 81 (PIA)
11229,2026-03-07 04:50:22+02,Flag,CLEAR,Sector,3,,,CLEAR IN TRACK SECTOR 3
11229,2026-03-07 04:51:49+02,Other,,,,,,CAR 11 (PER) TIME 1:42.572 DELETED - TRACK LIMITS AT TURN 3 LAP 20 13:50:20
11229,2026-03-07 04:57:46+02,Flag,DOUBLE YELLOW,Sector,6,,,DOUBLE YELLOW IN TRACK SECTOR 6
11229,2026-03-07 04:58:01+02,Flag,DOUBLE YELLOW,Sector,3,,,DOUBLE YELLOW IN TRACK SECTOR 3
11229,2026-03-07 04:58:10+02,Flag,CLEAR,Sector,6,,,CLEAR IN TRACK SECTOR 6
11229,2026-03-07 04:58:28+02,Flag,DOUBLE YELLOW,Sector,15,,,DOUBLE YELLOW IN TRACK SECTOR 15
11229,2026-03-07 04:58:34+02,Flag,DOUBLE YELLOW,Sector,20,,,DOUBLE YELLOW IN TRACK SECTOR 20
11229,2026-03-07 04:58:52+02,Flag,CLEAR,Sector,20,,,CLEAR IN TRACK SECTOR 20
11229,2026-03-07 04:59:04+02,Flag,DOUBLE YELLOW,Sector,19,,,DOUBLE YELLOW IN TRACK SECTOR 19
11229,2026-03-07 04:59:37+02,Flag,YELLOW,Sector,12,,,YELLOW IN TRACK SECTOR 12
11229,2026-03-07 04:59:43+02,Flag,YELLOW,Sector,14,,,YELLOW IN TRACK SECTOR 14
11229,2026-03-07 04:59:46+02,Flag,CLEAR,Sector,14,,,CLEAR IN TRACK SECTOR 14
11229,2026-03-07 04:59:48+02,Flag,YELLOW,Sector,13,,,YELLOW IN TRACK SECTOR 13
11229,2026-03-07 04:59:49+02,Flag,CLEAR,Sector,12,,,CLEAR IN TRACK SECTOR 12
11229,2026-03-07 05:00:13+02,Other,,,,,,RISK OF RAIN FOR THE F2 SPRINT RACE IS 0%
11229,2026-03-07 05:10:00+02,Other,,,,,,"SESSION TEMPERATURES: AIR = 20, TRACK = 38"
11230,2026-03-07 07:00:00+02,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
11230,2026-03-07 07:00:00.195+02,SessionStatus,,,,,,SESSION STARTED
11230,2026-03-07 07:04:02+02,Other,,,,,,CAR 43 (COL) TIME 1:23.393 DELETED - TRACK LIMITS AT TURN 7 LAP 3 16:02:50
11230,2026-03-07 07:09:26+02,Other,,,,,,CAR 30 (LAW) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 6 16:07:52 (PIT)
11230,2026-03-07 07:10:17+02,Flag,DOUBLE YELLOW,Sector,2,,,DOUBLE YELLOW IN TRACK SECTOR 2
11230,2026-03-07 07:10:31+02,Flag,RED,Track,,,,RED FLAG
11230,2026-03-07 07:10:31.433+02,SessionStatus,,,,,,SESSION ABORTED
11230,2026-03-07 07:10:32+02,Flag,CLEAR,Sector,2,,,CLEAR IN TRACK SECTOR 2
11230,2026-03-07 07:12:14+02,Flag,CLEAR,Track,,,,TRACK CLEAR
11230,2026-03-07 07:12:14+02,Flag,DOUBLE YELLOW,Sector,2,,,DOUBLE YELLOW IN TRACK SECTOR 2
11230,2026-03-07 07:12:17+02,Other,,,,,,OVERTAKE ENABLED
11230,2026-03-07 07:12:17+02,Flag,DOUBLE YELLOW,Sector,8,,,DOUBLE YELLOW IN TRACK SECTOR 8
11230,2026-03-07 07:12:17+02,Flag,DOUBLE YELLOW,Sector,9,,,DOUBLE YELLOW IN TRACK SECTOR 9
11230,2026-03-07 07:14:10+02,Flag,CLEAR,Sector,8,,,CLEAR IN TRACK SECTOR 8
11230,2026-03-07 07:14:10+02,Flag,CLEAR,Sector,9,,,CLEAR IN TRACK SECTOR 9
11230,2026-03-07 07:15:06+02,Flag,CLEAR,Sector,2,,,CLEAR IN TRACK SECTOR 2
11230,2026-03-07 07:15:12+02,Other,,,,,,Q1 WILL RESUME AT 16:19
11230,2026-03-07 07:19:00+02,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
11230,2026-03-07 07:19:00.186+02,SessionStatus,,,,,,SESSION STARTED
11230,2026-03-07 07:22:07+02,Other,,,,,,INCIDENT INVOLVING CAR 12 (ANT) NOTED - PIT LANE INFRINGEMENT
11230,2026-03-07 07:26:29+02,Flag,CHEQUERED,Track,,,,CHEQUERED FLAG
11230,2026-03-07 07:26:29.197+02,SessionStatus,,,,,,SESSION FINISHED
11230,2026-03-07 07:26:39+02,Other,,,,,,FIRST CAR TO TAKE THE FLAG - CAR 12 (ANT)
11230,2026-03-07 07:29:48+02,Flag,DOUBLE YELLOW,Sector,2,,,DOUBLE YELLOW IN TRACK SECTOR 2
11230,2026-03-07 07:30:01+02,Flag,DOUBLE YELLOW,Sector,8,,,DOUBLE YELLOW IN TRACK SECTOR 8
11230,2026-03-07 07:30:01+02,Flag,DOUBLE YELLOW,Sector,9,,,DOUBLE YELLOW IN TRACK SECTOR 9
11230,2026-03-07 07:30:08+02,Other,,,,,,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 23 (ALB), 31 (OCO), 27 (HUL), 5 (BOR) AND 1 (NOR) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME"
11230,2026-03-07 07:30:11+02,Flag,DOUBLE YELLOW,Sector,7,,,DOUBLE YELLOW IN TRACK SECTOR 7
11230,2026-03-07 07:30:23+02,Other,,,,,,"FIA STEWARDS: Q1 INCIDENT INVOLVING CARS 23 (ALB), 31 (OCO), 27 (HUL), 5 (BOR) AND 1 (NOR) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME"
11230,2026-03-07 07:31:04+02,Other,,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 12 (ANT) WILL BE INVESTIGATED AFTER THE SESSION - PIT LANE INFRINGEMENT
11230,2026-03-07 07:31:05+02,Flag,DOUBLE YELLOW,Sector,1,,,DOUBLE YELLOW IN TRACK SECTOR 1
11230,2026-03-07 07:31:11+02,Flag,CLEAR,Sector,1,,,CLEAR IN TRACK SECTOR 1
11230,2026-03-07 07:31:17+02,Flag,CLEAR,Sector,8,,,CLEAR IN TRACK SECTOR 8
11230,2026-03-07 07:31:17+02,Flag,CLEAR,Sector,9,,,CLEAR IN TRACK SECTOR 9
11230,2026-03-07 07:31:42+02,Other,,,,,,Q2 WILL START AT 16:34
11230,2026-03-07 07:31:52+02,Flag,DOUBLE YELLOW,Sector,8,,,DOUBLE YELLOW IN TRACK SECTOR 8
11230,2026-03-07 07:32:03+02,Flag,CLEAR,Sector,7,,,CLEAR IN TRACK SECTOR 7
11230,2026-03-07 07:32:08+02,Flag,CLEAR,Sector,8,,,CLEAR IN TRACK SECTOR 8
11230,2026-03-07 07:32:25+02,Flag,CLEAR,Sector,2,,,CLEAR IN TRACK SECTOR 2
11230,2026-03-07 07:34:00+02,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
11230,2026-03-07 07:34:00.212+02,SessionStatus,,,,,,SESSION STARTED
11230,2026-03-07 07:37:30+02,Other,,,,,,CAR 44 (HAM) TIME 1:36.101 DELETED - TRACK LIMITS AT TURN 9 LAP 12 16:36:37
11230,2026-03-07 07:37:53+02,Other,,,,,,CAR 63 (RUS) TIME 2:19.248 DELETED - TRACK LIMITS AT TURN 9 LAP 10 16:36:59
11230,2026-03-07 07:39:26+02,Other,,,,,,CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 9 LAP 15 16:38:37 (PIT)
11230,2026-03-07 07:49:00+02,Flag,CHEQUERED,Track,,,,CHEQUERED FLAG
11230,2026-03-07 07:49:00.178+02,SessionStatus,,,,,,SESSION FINISHED
11230,2026-03-07 07:49:08+02,Other,,,,,,FIRST CAR TO TAKE THE FLAG - CAR 27 (HUL)
11230,2026-03-07 07:49:31+02,Other,,,,,,CAR 44 (HAM) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 18 16:48:00 (PIT)
11230,2026-03-07 07:49:36+02,Other,,,,,,CAR 44 (HAM) LAP DELETED - TRACK LIMITS AT TURN 10 LAP 18 16:48:51 (PIT)
11230,2026-03-07 07:50:49+02,Flag,DOUBLE YELLOW,Sector,2,,,DOUBLE YELLOW IN TRACK SECTOR 2
11230,2026-03-07 07:51:07+02,Other,,,,,,CAR 23 (ALB) LAP DELETED - TRACK LIMITS AT TURN 2 LAP 20 16:47:18 (PIT)
11230,2026-03-07 07:51:12+02,Flag,DOUBLE YELLOW,Sector,15,,,DOUBLE YELLOW IN TRACK SECTOR 15
11230,2026-03-07 07:51:28+02,Flag,DOUBLE YELLOW,Sector,7,,,DOUBLE YELLOW IN TRACK SECTOR 7
11230,2026-03-07 07:51:37+02,Flag,DOUBLE YELLOW,Sector,17,,,DOUBLE YELLOW IN TRACK SECTOR 17
11230,2026-03-07 07:52:26+02,Flag,DOUBLE YELLOW,Sector,18,,,DOUBLE YELLOW IN TRACK SECTOR 18
11230,2026-03-07 07:52:45+02,Flag,CLEAR,Sector,18,,,CLEAR IN TRACK SECTOR 18
11230,2026-03-07 07:52:58+02,Flag,DOUBLE YELLOW,Sector,8,,,DOUBLE YELLOW IN TRACK SECTOR 8
11230,2026-03-07 07:53:03+02,Flag,CLEAR,Sector,17,,,CLEAR IN TRACK SECTOR 17
11230,2026-03-07 07:53:12+02,Flag,CLEAR,Sector,7,,,CLEAR IN TRACK SECTOR 7
11230,2026-03-07 07:53:16+02,Flag,CLEAR,Sector,8,,,CLEAR IN TRACK SECTOR 8
11230,2026-03-07 07:53:19+02,Other,,,,,,START OF Q3 WILL BE DELAYED
11230,2026-03-07 07:53:31+02,Flag,CLEAR,Sector,2,,,CLEAR IN TRACK SECTOR 2
11230,2026-03-07 07:53:54+02,Flag,CLEAR,Sector,15,,,CLEAR IN TRACK SECTOR 15
11230,2026-03-07 07:55:39+02,Other,,,,,,FIA STEWARDS: Q2 INCIDENT INVOLVING CARS 27 (HUL) AND 5 (BOR) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME
11230,2026-03-07 07:55:45+02,Other,,,,,,Q3 WILL START AT 17:59
11230,2026-03-07 07:56:04+02,Other,,,,,,Q3 WILL START AT 16:59
11230,2026-03-07 07:56:22+02,Other,,,,,,FIA STEWARDS: Q2 INCIDENT INVOLVING CARS 27 (HUL) AND 5 (BOR) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME
11230,2026-03-07 07:56:51+02,Other,,,,,,INCIDENT INVOLVING CAR 10 (GAS) NOTED - UNSAFE CONDITION
11230,2026-03-07 07:59:00+02,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
11230,2026-03-07 07:59:00.193+02,SessionStatus,,,,,,SESSION STARTED
11230,2026-03-07 08:00:38+02,Other,,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) WILL BE INVESTIGATED AFTER THE SESSION - UNSAFE CONDITION
11230,2026-03-07 08:01:50+02,Other,,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3
11230,2026-03-07 08:01:59+02,Other,,,,,,INCIDENT INVOLVING CAR 12 (ANT) NOTED - UNSAFE CONDITION
11230,2026-03-07 08:02:13+02,Flag,CLEAR,Sector,3,,,CLEAR IN TRACK SECTOR 3
11230,2026-03-07 08:02:13.924+02,SessionStatus,,,,,,SESSION ABORTED
11230,2026-03-07 08:02:14+02,Flag,RED,Track,,,,RED FLAG
11230,2026-03-07 08:04:14+02,Flag,CLEAR,Track,,,,TRACK CLEAR
11230,2026-03-07 08:04:16+02,Other,,,,,,OVERTAKE ENABLED
11230,2026-03-07 08:04:34+02,Flag,DOUBLE YELLOW,Sector,4,,,DOUBLE YELLOW IN TRACK SECTOR 4
11230,2026-03-07 08:04:37+02,Flag,DOUBLE YELLOW,Sector,3,,,DOUBLE YELLOW IN TRACK SECTOR 3
11230,2026-03-07 08:04:38+02,Flag,DOUBLE YELLOW,Sector,8,,,DOUBLE YELLOW IN TRACK SECTOR 8
11230,2026-03-07 08:04:38+02,Flag,DOUBLE YELLOW,Sector,9,,,DOUBLE YELLOW IN TRACK SECTOR 9
11230,2026-03-07 08:04:45+02,Flag,CLEAR,Sector,4,,,CLEAR IN TRACK SECTOR 4
11230,2026-03-07 08:04:55+02,Flag,CLEAR,Sector,8,,,CLEAR IN TRACK SECTOR 8
11230,2026-03-07 08:04:56+02,Flag,CLEAR,Sector,9,,,CLEAR IN TRACK SECTOR 9
11230,2026-03-07 08:05:19+02,Flag,DOUBLE YELLOW,Sector,4,,,DOUBLE YELLOW IN TRACK SECTOR 4
11230,2026-03-07 08:05:43+02,Flag,CLEAR,Sector,3,,,CLEAR IN TRACK SECTOR 3
11230,2026-03-07 08:06:21+02,Flag,DOUBLE YELLOW,Sector,3,,,DOUBLE YELLOW IN TRACK SECTOR 3
