session_key,ts,category,flag,scope,sector,lap_number,driver_id,message
9900,2025-09-20 15:54:21+03,Flag,CLEAR,Sector,5,,,CLEAR IN TRACK SECTOR 5
9900,2025-09-20 15:54:22+03,Other,,,,,,DRS ENABLED IN ZONE 1
9900,2025-09-20 15:54:22+03,Flag,CLEAR,Sector,4,,,CLEAR IN TRACK SECTOR 4
9900,2025-09-20 15:54:28+03,Other,,,,,,Q2 WILL RESUME AT 16:58
9900,2025-09-20 15:56:09+03,Other,,,,,,INCIDENT INVOLVING CAR 16 (LEC) NOTED - YELLOW FLAG INFRINGEMENT
9900,2025-09-20 15:58:00+03,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
9900,2025-09-20 15:58:00.112+03,SessionStatus,,,,,,SESSION STARTED
9900,2025-09-20 15:58:24+03,Other,,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 16 (LEC) REVIEWED NO FURTHER INVESTIGATION - YELLOW FLAG INFRINGEMENT
9900,2025-09-20 16:00:04+03,Flag,YELLOW,Sector,2,,,YELLOW IN TRACK SECTOR 2
9900,2025-09-20 16:00:06+03,Flag,CLEAR,Sector,2,,,CLEAR IN TRACK SECTOR 2
9900,2025-09-20 16:02:27+03,Other,,,,,,CAR 16 (LEC) TIME 2:20.087 DELETED - TRACK LIMITS AT TURN 1 LAP 14 16:59:55
9900,2025-09-20 16:02:47+03,Flag,YELLOW,Sector,5,,,YELLOW IN TRACK SECTOR 5
9900,2025-09-20 16:02:48+03,Other,,,,,,DRS DISABLED IN ZONE 1
9900,2025-09-20 16:02:49+03,Other,,,,,,DRS ENABLED IN ZONE 1
9900,2025-09-20 16:02:49+03,Flag,CLEAR,Sector,5,,,CLEAR IN TRACK SECTOR 5
9900,2025-09-20 16:04:29+03,Other,,,,,,CAR 16 (LEC) LAP DELETED - TRACK LIMITS AT TURN 3 LAP 15 17:02:38 (PIT)
9900,2025-09-20 16:08:31+03,Flag,YELLOW,Sector,2,,,YELLOW IN TRACK SECTOR 2
9900,2025-09-20 16:08:34+03,Flag,CLEAR,Sector,2,,,CLEAR IN TRACK SECTOR 2
9900,2025-09-20 16:09:54+03,Flag,CHEQUERED,Track,,,,CHEQUERED FLAG
9900,2025-09-20 16:09:54.156+03,SessionStatus,,,,,,SESSION FINISHED
9900,2025-09-20 16:10:22+03,Other,,,,,,FIRST CAR TO TAKE THE FLAG - CAR 30 (LAW)
9900,2025-09-20 16:10:46+03,Other,,,,,,CAR 18 (STR) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 17 17:08:20 (PIT)
9900,2025-09-20 16:10:56+03,Other,,,,,,CAR 14 (ALO) LAP DELETED - TRACK LIMITS AT TURN 15 LAP 19 17:09:43 (PIT)
9900,2025-09-20 16:12:47+03,Flag,DOUBLE YELLOW,Sector,15,,,DOUBLE YELLOW IN TRACK SECTOR 15
9900,2025-09-20 16:13:07+03,Other,,,,,,INCIDENT INVOLVING CAR 55 (SAI) NOTED - YELLOW FLAG INFRINGEMENT
9900,2025-09-20 16:13:48+03,Other,,,,,,Q3 WILL START AT 17:18
9900,2025-09-20 16:16:02+03,Flag,CLEAR,Sector,15,,,CLEAR IN TRACK SECTOR 15
9900,2025-09-20 16:16:07+03,Other,,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 55 (SAI) REVIEWED NO FURTHER INVESTIGATION - YELLOW FLAG INFRINGEMENT
9900,2025-09-20 16:18:00+03,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
9900,2025-09-20 16:18:00.163+03,SessionStatus,,,,,,SESSION STARTED
9900,2025-09-20 16:21:33+03,Flag,YELLOW,Sector,6,,,YELLOW IN TRACK SECTOR 6
9900,2025-09-20 16:21:40+03,Flag,DOUBLE YELLOW,Sector,6,,,DOUBLE YELLOW IN TRACK SECTOR 6
9900,2025-09-20 16:21:42+03,Flag,YELLOW,Sector,5,,,YELLOW IN TRACK SECTOR 5
9900,2025-09-20 16:21:43+03,Flag,CLEAR,Sector,6,,,CLEAR IN TRACK SECTOR 6
9900,2025-09-20 16:21:43+03,Other,,,,,,DRS DISABLED IN ZONE 1
9900,2025-09-20 16:21:44+03,Other,,,,,,DRS ENABLED IN ZONE 1
9900,2025-09-20 16:21:44+03,Flag,CLEAR,Sector,5,,,CLEAR IN TRACK SECTOR 5
9900,2025-09-20 16:22:46+03,Flag,YELLOW,Sector,15,,,YELLOW IN TRACK SECTOR 15
9900,2025-09-20 16:22:53.603+03,SessionStatus,,,,,,SESSION ABORTED
9900,2025-09-20 16:22:54+03,Flag,RED,Track,,,,RED FLAG
9900,2025-09-20 16:22:54+03,Flag,CLEAR,Sector,15,,,CLEAR IN TRACK SECTOR 15
9900,2025-09-20 16:23:43+03,Other,,,,,,CAR 4 (NOR) LAP DELETED - DOUBLE YELLOW AT TURN 5
9900,2025-09-20 16:23:44+03,Other,,,,,,CAR 63 (RUS) LAP DELETED - TRACK LIMITS AT TURN 4 LAP 18 17:21:21 (PIT)
9900,2025-09-20 16:27:22+03,Other,,,,,,INCIDENT INVOLVING CAR 12 (ANT) NOTED - RED FLAG INFRINGEMENT
9900,2025-09-20 16:27:30+03,Flag,CLEAR,Track,,,,TRACK CLEAR
9900,2025-09-20 16:27:31+03,Drs,,,,,,DRS ENABLED
9900,2025-09-20 16:29:30+03,Flag,DOUBLE YELLOW,Sector,15,,,DOUBLE YELLOW IN TRACK SECTOR 15
9900,2025-09-20 16:30:07+03,Other,,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 12 (ANT) REVIEWED NO FURTHER INVESTIGATION - RED FLAG INFRINGEMENT
9900,2025-09-20 16:30:27+03,Flag,DOUBLE YELLOW,Sector,17,,,DOUBLE YELLOW IN TRACK SECTOR 17
9900,2025-09-20 16:30:30+03,Flag,CLEAR,Sector,17,,,CLEAR IN TRACK SECTOR 17
9900,2025-09-20 16:30:46+03,Flag,DOUBLE YELLOW,Sector,17,,,DOUBLE YELLOW IN TRACK SECTOR 17
9900,2025-09-20 16:30:50+03,Flag,CLEAR,Sector,17,,,CLEAR IN TRACK SECTOR 17
9900,2025-09-20 16:31:59+03,Flag,DOUBLE YELLOW,Sector,3,,,DOUBLE YELLOW IN TRACK SECTOR 3
9900,2025-09-20 16:32:00+03,Other,,,,,,DRS DISABLED IN ZONE 1
9900,2025-09-20 16:32:11+03,Flag,YELLOW,Sector,2,,,YELLOW IN TRACK SECTOR 2
9900,2025-09-20 16:32:12+03,Flag,CLEAR,Sector,2,,,CLEAR IN TRACK SECTOR 2
9900,2025-09-20 16:32:12+03,Flag,CLEAR,Sector,3,,,CLEAR IN TRACK SECTOR 3
9900,2025-09-20 16:32:12+03,Other,,,,,,DRS ENABLED IN ZONE 1
9900,2025-09-20 16:32:25+03,Flag,DOUBLE YELLOW,Sector,12,,,DOUBLE YELLOW IN TRACK SECTOR 12
9900,2025-09-20 16:32:37+03,Flag,CLEAR,Sector,12,,,CLEAR IN TRACK SECTOR 12
9900,2025-09-20 16:33:16+03,Flag,CLEAR,Sector,15,,,CLEAR IN TRACK SECTOR 15
9900,2025-09-20 16:33:18+03,Flag,DOUBLE YELLOW,Sector,15,,,DOUBLE YELLOW IN TRACK SECTOR 15
9900,2025-09-20 16:33:20+03,Flag,CLEAR,Sector,15,,,CLEAR IN TRACK SECTOR 15
9900,2025-09-20 16:33:32+03,Other,,,,,,Q3 WILL RESUME AT 17:37
9900,2025-09-20 16:37:00+03,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
9900,2025-09-20 16:37:00.128+03,SessionStatus,,,,,,SESSION STARTED
9900,2025-09-20 16:40:17+03,Flag,DOUBLE YELLOW,Sector,5,,,DOUBLE YELLOW IN TRACK SECTOR 5
9900,2025-09-20 16:40:18+03,Other,,,,,,DRS DISABLED IN ZONE 1
9900,2025-09-20 16:40:21+03,Flag,YELLOW,Sector,4,,,YELLOW IN TRACK SECTOR 4
9900,2025-09-20 16:40:27+03,Flag,RED,Track,,,,RED FLAG
9900,2025-09-20 16:40:27+03,Flag,CLEAR,Sector,4,,,CLEAR IN TRACK SECTOR 4
9900,2025-09-20 16:40:27+03,Flag,CLEAR,Sector,5,,,CLEAR IN TRACK SECTOR 5
9900,2025-09-20 16:40:27.082+03,SessionStatus,,,,,,SESSION ABORTED
9900,2025-09-20 16:44:11+03,Other,,,,,,RECOVERY VEHICLE ON TRACK AT TURN 3
9900,2025-09-20 16:44:23+03,Other,,,,,,INCIDENT INVOLVING CAR 1 (VER) NOTED - RED FLAG INFRINGEMENT
9900,2025-09-20 16:45:14+03,Flag,CLEAR,Track,,,,TRACK CLEAR
9900,2025-09-20 16:45:17+03,Flag,DOUBLE YELLOW,Sector,5,,,DOUBLE YELLOW IN TRACK SECTOR 5
9900,2025-09-20 16:45:17+03,Drs,,,,,,DRS ENABLED
9900,2025-09-20 16:45:18+03,Other,,,,,,DRS DISABLED IN ZONE 1
9900,2025-09-20 16:45:20+03,Flag,YELLOW,Sector,4,,,YELLOW IN TRACK SECTOR 4
9900,2025-09-20 16:45:49+03,Flag,CLEAR,Sector,4,,,CLEAR IN TRACK SECTOR 4
9900,2025-09-20 16:45:57+03,Flag,YELLOW,Sector,4,,,YELLOW IN TRACK SECTOR 4
9900,2025-09-20 16:46:01+03,Flag,CLEAR,Sector,4,,,CLEAR IN TRACK SECTOR 4
9900,2025-09-20 16:46:14+03,Flag,YELLOW,Sector,4,,,YELLOW IN TRACK SECTOR 4
9900,2025-09-20 16:47:31+03,Flag,YELLOW,Sector,14,,,YELLOW IN TRACK SECTOR 14
9900,2025-09-20 16:47:46+03,Flag,CLEAR,Sector,14,,,CLEAR IN TRACK SECTOR 14
9900,2025-09-20 16:48:16+03,Other,,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 1 (VER) REVIEWED NO FURTHER INVESTIGATION - RED FLAG INFRINGEMENT
9900,2025-09-20 16:49:46+03,Flag,CLEAR,Sector,5,,,CLEAR IN TRACK SECTOR 5
9900,2025-09-20 16:49:49+03,Other,,,,,,DRS ENABLED IN ZONE 1
9900,2025-09-20 16:49:49+03,Flag,CLEAR,Sector,4,,,CLEAR IN TRACK SECTOR 4
9900,2025-09-20 16:50:22+03,Other,,,,,,Q3 WILL RESUME AT 17:54
9900,2025-09-20 16:54:00+03,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
9900,2025-09-20 16:54:00.127+03,SessionStatus,,,,,,SESSION STARTED
9900,2025-09-20 16:56:51+03,Other,,,,,,INCIDENT INVOLVING CAR 63 (RUS) NOTED - PIT LANE INFRINGEMENT
9900,2025-09-20 16:57:41+03,Flag,CHEQUERED,Track,,,,CHEQUERED FLAG
9900,2025-09-20 16:57:41.111+03,SessionStatus,,,,,,SESSION FINISHED
9900,2025-09-20 16:57:54+03,Other,,,,,,FIRST CAR TO TAKE THE FLAG - CAR 55 (SAI)
9900,2025-09-20 17:00:10+03,Other,,,,,,FIA STEWARDS: Q1 INCIDENT INVOLVING CAR 55 (SAI) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME
9900,2025-09-20 17:01:51+03,Other,,,,,,FIA STEWARDS: Q3 INCIDENT INVOLVING CAR 30 (LAW) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME
9900,2025-09-20 17:02:06+03,Other,,,,,,FIA STEWARDS: Q3 INCIDENT INVOLVING CAR 30 (LAW) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME
9900,2025-09-20 17:08:09+03,Other,,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 63 (RUS) REVIEWED NO FURTHER INVESTIGATION - PIT LANE INFRINGEMENT
9900,2025-09-20 17:09:07+03,Other,,,,,,FIA STEWARDS: Q3 INCIDENT INVOLVING CAR 30 (LAW) NO FURTHER ACTION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS - MAXIMUM DELTA TIME
9904,2025-09-21 13:20:00+03,Flag,GREEN,Track,,1,,GREEN LIGHT - PIT EXIT OPEN
9904,2025-09-21 13:30:00+03,Other,,,,1,,PIT EXIT CLOSED
9904,2025-09-21 13:30:28+03,Flag,DOUBLE YELLOW,Sector,5,1,,DOUBLE YELLOW IN TRACK SECTOR 5
9904,2025-09-21 13:30:29+03,Other,,,,1,,DRS DISABLED IN ZONE 1
9904,2025-09-21 13:31:53+03,Flag,DOUBLE YELLOW,Sector,4,1,,DOUBLE YELLOW IN TRACK SECTOR 4
9904,2025-09-21 13:32:46+03,Flag,YELLOW,Sector,3,1,,YELLOW IN TRACK SECTOR 3
9904,2025-09-21 13:33:19+03,Flag,CLEAR,Sector,5,1,,CLEAR IN TRACK SECTOR 5
9904,2025-09-21 13:34:10+03,Flag,DOUBLE YELLOW,Sector,3,1,,DOUBLE YELLOW IN TRACK SECTOR 3
9904,2025-09-21 13:36:02+03,Flag,DOUBLE YELLOW,Sector,21,1,,DOUBLE YELLOW IN TRACK SECTOR 21
9904,2025-09-21 13:36:03+03,Other,,,,1,,DRS DISABLED IN ZONE 2
9904,2025-09-21 13:36:10+03,Flag,DOUBLE YELLOW,Sector,18,1,,DOUBLE YELLOW IN TRACK SECTOR 18
9904,2025-09-21 13:36:24+03,Flag,CLEAR,Sector,18,1,,CLEAR IN TRACK SECTOR 18
9904,2025-09-21 13:37:12+03,Flag,CLEAR,Sector,21,1,,CLEAR IN TRACK SECTOR 21
9904,2025-09-21 13:37:12+03,Other,,,,1,,DRS ENABLED IN ZONE 2
9904,2025-09-21 13:38:16+03,Flag,CLEAR,Sector,4,1,,CLEAR IN TRACK SECTOR 4
9904,2025-09-21 13:38:18+03,Other,,,,1,,DRS ENABLED IN ZONE 1
9904,2025-09-21 13:38:18+03,Flag,CLEAR,Sector,3,1,,CLEAR IN TRACK SECTOR 3
9904,2025-09-21 13:45:39+03,Other,,,,1,,RISK OF RAIN FOR F1 RACE IS 10 %
9904,2025-09-21 13:47:24+03,Flag,DOUBLE YELLOW,Sector,2,1,,DOUBLE YELLOW IN TRACK SECTOR 2
9904,2025-09-21 13:47:26+03,Other,,,,1,,DRS DISABLED IN ZONE 2
9904,2025-09-21 13:48:47+03,Other,,,,1,,DRS ENABLED IN ZONE 2
9904,2025-09-21 13:48:47+03,Flag,CLEAR,Sector,2,1,,CLEAR IN TRACK SECTOR 2
9904,2025-09-21 13:48:49+03,Flag,DOUBLE YELLOW,Sector,2,1,,DOUBLE YELLOW IN TRACK SECTOR 2
9904,2025-09-21 13:48:50+03,Other,,,,1,,DRS DISABLED IN ZONE 2
9904,2025-09-21 13:49:18+03,Other,,,,1,,DRS ENABLED IN ZONE 2
9904,2025-09-21 13:49:18+03,Flag,CLEAR,Sector,2,1,,CLEAR IN TRACK SECTOR 2
9904,2025-09-21 13:57:04+03,Drs,,,,1,,DRS DISABLED
9904,2025-09-21 14:03:53.616+03,SessionStatus,,,,1,,SESSION STARTED
9904,2025-09-21 14:03:54+03,Flag,GREEN,Track,,1,,GREEN LIGHT - PIT EXIT OPEN
9904,2025-09-21 14:04:47+03,Flag,YELLOW,Sector,7,1,,YELLOW IN TRACK SECTOR 7
9904,2025-09-21 14:04:53+03,Flag,DOUBLE YELLOW,Sector,7,1,,DOUBLE YELLOW IN TRACK SECTOR 7
9904,2025-09-21 14:05:16+03,SafetyCar,,,,1,,SAFETY CAR DEPLOYED
9904,2025-09-21 14:05:47+03,Flag,YELLOW,Sector,6,1,,YELLOW IN TRACK SECTOR 6
9904,2025-09-21 14:05:51+03,Flag,DOUBLE YELLOW,Sector,7,1,,DOUBLE YELLOW IN TRACK SECTOR 7
9904,2025-09-21 14:06:08+03,Other,,,,2,,RECOVERY VEHICLE ON TRACK AT TURN 6
9904,2025-09-21 14:10:36+03,Flag,CLEAR,Sector,6,3,,CLEAR IN TRACK SECTOR 6
9904,2025-09-21 14:11:47+03,Other,,,,4,,INCIDENT INVOLVING CAR 81 (PIA) NOTED - FALSE START - MOVING BEFORE SIGNAL
9904,2025-09-21 14:11:57+03,Other,,,,4,,INCIDENT INVOLVING CAR 14 (ALO) NOTED - FALSE START - MOVING BEFORE SIGNAL
9904,2025-09-21 14:12:13+03,Flag,CLEAR,Sector,7,4,,CLEAR IN TRACK SECTOR 7
9904,2025-09-21 14:12:23+03,SafetyCar,,,,4,,SAFETY CAR IN THIS LAP
9904,2025-09-21 14:13:24+03,Other,,,,4,,FIA STEWARDS: INCIDENT INVOLVING CAR 81 (PIA) UNDER INVESTIGATION - FALSE START - MOVING BEFORE SIGNAL
9904,2025-09-21 14:13:28+03,Other,,,,4,,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - FALSE START - MOVING BEFORE SIGNAL
9904,2025-09-21 14:13:56+03,Flag,CLEAR,Track,,4,,TRACK CLEAR
9904,2025-09-21 14:14:58+03,Other,,,,5,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 81 (PIA) - FALSE START - MOVING BEFORE SIGNAL
9904,2025-09-21 14:15:23+03,Other,,,,5,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 14 (ALO) - FALSE START - MOVING BEFORE SIGNAL
9904,2025-09-21 14:16:26+03,Drs,,,,6,,DRS ENABLED
9904,2025-09-21 14:16:46+03,Other,,,,6,,TURN 6 INCIDENT INVOLVING CARS 27 (HUL) AND 31 (OCO) NOTED - CAUSING A COLLISION
9904,2025-09-21 14:17:31+03,Other,,,,6,,FIA STEWARDS: TURN 6 INCIDENT INVOLVING CARS 27 (HUL) AND 31 (OCO) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION
9904,2025-09-21 14:19:50+03,Flag,DOUBLE YELLOW,Sector,17,7,,DOUBLE YELLOW IN TRACK SECTOR 17
9904,2025-09-21 14:19:52+03,Flag,CLEAR,Sector,17,7,,CLEAR IN TRACK SECTOR 17
9904,2025-09-21 14:21:51+03,Other,,,,9,,CAR 14 (ALO) TIME 1:48.701 DELETED - TRACK LIMITS AT TURN 16 LAP 7 15:19:49
9904,2025-09-21 14:37:29+03,Flag,YELLOW,Sector,7,17,,YELLOW IN TRACK SECTOR 7
9904,2025-09-21 14:37:30+03,Flag,DOUBLE YELLOW,Sector,7,17,,DOUBLE YELLOW IN TRACK SECTOR 7
9904,2025-09-21 14:37:39+03,Other,,,,17,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 7
9904,2025-09-21 14:39:30+03,Flag,DOUBLE YELLOW,Sector,7,19,,DOUBLE YELLOW IN TRACK SECTOR 7
9904,2025-09-21 14:39:40+03,Flag,CLEAR,Sector,7,19,,CLEAR IN TRACK SECTOR 7
9904,2025-09-21 14:40:06+03,Other,,,,19,,TURN 5 INCIDENT INVOLVING CARS 23 (ALB) AND 43 (COL) NOTED - CAUSING A COLLISION
9904,2025-09-21 14:40:29+03,Other,,,,19,,FIA STEWARDS: TURN 5 INCIDENT INVOLVING CARS 23 (ALB) AND 43 (COL) UNDER INVESTIGATION - CAUSING A COLLISION
9904,2025-09-21 14:41:00+03,Other,,,,19,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 23 (ALB) - CAUSING A COLLISION
9904,2025-09-21 14:48:32+03,Other,,,,24,,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 14 (ALO) - FALSE START - MOVING BEFORE SIGNAL
9904,2025-09-21 14:55:57+03,Other,,,,28,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 8
9904,2025-09-21 14:56:22+03,Flag,CLEAR,Sector,8,28,,CLEAR IN TRACK SECTOR 8
9904,2025-09-21 15:32:49+03,Flag,BLUE,Driver,,49,6,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:32:49
9904,2025-09-21 15:33:13+03,Flag,BLUE,Driver,,49,29,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:33:12
9904,2025-09-21 15:37:19+03,Flag,CHEQUERED,Track,,51,,CHEQUERED FLAG
9904,2025-09-21 15:37:20.22+03,SessionStatus,,,,51,,SESSION FINISHED
9904,2025-09-21 15:40:25+03,Other,,,,51,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE
9904,2025-09-21 15:41:41+03,Flag,DOUBLE YELLOW,Sector,2,51,,DOUBLE YELLOW IN TRACK SECTOR 2
9904,2025-09-21 15:41:42+03,Other,,,,51,,DRS DISABLED IN ZONE 2
9904,2025-09-21 15:41:59+03,Other,,,,51,,DRS ENABLED IN ZONE 2
9904,2025-09-21 15:41:59+03,Flag,CLEAR,Sector,2,51,,CLEAR IN TRACK SECTOR 2
9904,2025-09-21 15:42:33+03,Flag,DOUBLE YELLOW,Sector,7,51,,DOUBLE YELLOW IN TRACK SECTOR 7
9904,2025-09-21 15:42:55+03,Flag,CLEAR,Sector,7,51,,CLEAR IN TRACK SECTOR 7
9905,2025-09-05 14:29:46+03,SafetyCar,,,,,,VIRTUAL SAFETY CAR DEPLOYED
9905,2025-09-05 14:30:00+03,Flag,DOUBLE YELLOW,Sector,1,,,DOUBLE YELLOW IN TRACK SECTOR 1
9905,2025-09-05 14:30:00+03,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
9905,2025-09-05 14:30:00.068+03,SessionStatus,,,,,,SESSION STARTED
9905,2025-09-05 14:30:02+03,Flag,DOUBLE YELLOW,Sector,2,,,DOUBLE YELLOW IN TRACK SECTOR 2
9905,2025-09-05 14:30:24+03,Flag,CLEAR,Sector,1,,,CLEAR IN TRACK SECTOR 1
9905,2025-09-05 14:30:26+03,Flag,CLEAR,Sector,2,,,CLEAR IN TRACK SECTOR 2
9905,2025-09-05 14:30:41+03,SafetyCar,,,,,,VIRTUAL SAFETY CAR ENDING
9905,2025-09-05 14:30:53+03,Flag,CLEAR,Track,,,,TRACK CLEAR
9905,2025-09-05 14:30:55+03,Drs,,,,,,DRS ENABLED
9905,2025-09-05 14:38:09+03,Other,,,,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 8
9905,2025-09-05 14:38:38+03,Flag,CLEAR,Sector,8,,,CLEAR IN TRACK SECTOR 8
9905,2025-09-05 14:41:42+03,Flag,BLACK AND WHITE,Driver,,,4,BLACK AND WHITE FLAG FOR CAR 6 (HAD) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS
9905,2025-09-05 14:49:16+03,Flag,YELLOW,Sector,7,,,YELLOW IN TRACK SECTOR 7
9905,2025-09-05 14:49:32+03,Flag,CLEAR,Sector,7,,,CLEAR IN TRACK SECTOR 7
9905,2025-09-05 15:04:59.829+03,SessionStatus,,,,,,SESSION ABORTED
9905,2025-09-05 15:05:00+03,Flag,RED,Track,,,,RED FLAG
9905,2025-09-05 15:08:44+03,Other,,,,,,INCIDENT INVOLVING CAR 16 (LEC) NOTED - RED FLAG INFRINGEMENT
9905,2025-09-05 15:11:29+03,Flag,CLEAR,Track,,,,TRACK CLEAR
9905,2025-09-05 15:11:31+03,Drs,,,,,,DRS ENABLED
9905,2025-09-05 15:11:52+03,Other,,,,,,SESSION WILL RESUME AT 14:13
9905,2025-09-05 15:12:14+03,Other,,,,,,FIA STEWARDS: INCIDENT INVOLVING CAR 16 (LEC) REVIEWED NO FURTHER INVESTIGATION - RED FLAG INFRINGEMENT
9905,2025-09-05 15:13:00+03,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
9905,2025-09-05 15:13:00.055+03,SessionStatus,,,,,,SESSION STARTED
9905,2025-09-05 15:26:30+03,Flag,BLACK AND WHITE,Driver,,,18,BLACK AND WHITE FLAG FOR CAR 63 (RUS) - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS
9905,2025-09-05 15:29:20+03,Flag,YELLOW,Sector,7,,,YELLOW IN TRACK SECTOR 7
9905,2025-09-05 15:29:22+03,Flag,DOUBLE YELLOW,Sector,7,,,DOUBLE YELLOW IN TRACK SECTOR 7
9905,2025-09-05 15:29:30+03,SafetyCar,,,,,,VIRTUAL SAFETY CAR DEPLOYED
9905,2025-09-05 15:30:00+03,Flag,CHEQUERED,Track,,,,CHEQUERED FLAG
9905,2025-09-05 15:30:00.065+03,SessionStatus,,,,,,SESSION FINISHED
9905,2025-09-05 15:30:12+03,Other,,,,,,FIRST CAR TO TAKE THE FLAG - CAR 23 (ALB)
9905,2025-09-05 15:37:49+03,SafetyCar,,,,,,VIRTUAL SAFETY CAR ENDING
9905,2025-09-05 15:38:02+03,Flag,CLEAR,Track,,,,TRACK CLEAR
9905,2025-09-05 15:38:02+03,Flag,CLEAR,Sector,7,,,CLEAR IN TRACK SECTOR 7
9905,2025-09-05 15:38:17+03,Flag,YELLOW,Sector,13,,,YELLOW IN TRACK SECTOR 13
9905,2025-09-05 15:38:18+03,Other,,,,,,DRS DISABLED IN ZONE 1
9905,2025-09-05 15:38:37+03,Flag,DOUBLE YELLOW,Sector,3,,,DOUBLE YELLOW IN TRACK SECTOR 3
9905,2025-09-05 15:38:38+03,Other,,,,,,DRS DISABLED IN ZONE 2
9905,2025-09-05 15:45:52+03,Other,,,,,,RISK OF RAIN FOR F3 QUALIFYING SESSION IS 0%
9905,2025-09-05 15:55:00+03,Other,,,,,,"SESSION TEMPERATURES: AIR = 26, TRACK = 44"
9905,2025-09-05 16:00:00+03,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
9905,2025-09-05 16:00:00.073+03,SessionStatus,,,,,,SESSION STARTED
9905,2025-09-05 16:06:30+03,Other,,,,,,TURN 4 INCIDENT INVOLVING CAR 1 (BAD) NOTED - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS
9905,2025-09-05 16:07:18+03,Other,,,,,,FIA STEWARDS: TURN 4 INCIDENT INVOLVING CAR 1 (BAD) WILL BE INVESTIGATED AFTER THE SESSION - FAILING TO FOLLOW RACE DIRECTORS INSTRUCTIONS – ESCAPE ROAD INSTRUCTIONS
9905,2025-09-05 16:08:32+03,Other,,,,,,CAR 1 (BAD) TIME 1:52.545 DELETED - TRACK LIMITS AT TURN 4 LAP 2 15:05:03
9905,2025-09-05 16:10:00+03,Flag,CHEQUERED,Track,,,,CHEQUERED FLAG
9905,2025-09-05 16:10:00.078+03,SessionStatus,,,,,,SESSION FINISHED
9905,2025-09-05 16:10:07+03,Other,,,,,,FIRST CAR TO TAKE THE FLAG - CAR 21 (HED)
9905,2025-09-05 16:10:24+03,Other,,,,,,CAR 23 (VOI) TIME 1:39.944 DELETED - TRACK LIMITS AT TURN 6 LAP 3 15:09:04
9905,2025-09-05 16:11:12+03,Other,,,,,,CAR 5 (CAM) TIME 1:38.520 DELETED - TRACK LIMITS AT TURN 5 LAP 3 15:09:09
9905,2025-09-05 16:12:56+03,Flag,YELLOW,Sector,7,,,YELLOW IN TRACK SECTOR 7
9906,2025-09-05 17:45:13+03,Other,,,,,,PINK HEAD PADDING MATERIAL MUST BE USED
9906,2025-09-05 17:59:38+03,SafetyCar,,,,,,VIRTUAL SAFETY CAR DEPLOYED
9906,2025-09-05 17:59:41+03,Flag,DOUBLE YELLOW,Sector,1,,,DOUBLE YELLOW IN TRACK SECTOR 1
9906,2025-09-05 17:59:42+03,Flag,DOUBLE YELLOW,Sector,2,,,DOUBLE YELLOW IN TRACK SECTOR 2
9906,2025-09-05 18:00:00+03,Flag,GREEN,Track,,,,GREEN LIGHT - PIT EXIT OPEN
9906,2025-09-05 18:00:00.09+03,SessionStatus,,,,,,SESSION STARTED
