session_key,driver_id,driver_number,position,points,number_of_laps,dnf,dns,dsq,duration_s,gap_to_leader_s,laps_down,q1_s,q2_s,q3_s,gap_raw
9906,4,6,11,0.00,24,f,f,f,80.383,0.505,,,,,0.505
9906,3,5,12,0.00,25,f,f,f,80.475,0.597,,,,,0.597
9906,10,18,13,0.00,28,f,f,f,80.528,0.650,,,,,0.65
9906,20,87,14,0.00,29,f,f,f,80.607,0.729,,,,,0.729
9906,8,14,15,0.00,26,f,f,f,80.645,0.767,,,,,0.767
9906,15,31,16,0.00,29,f,f,f,80.654,0.776,,,,,0.776
9906,14,30,17,0.00,25,f,f,f,80.811,0.933,,,,,0.933
9906,6,10,18,0.00,30,f,f,f,81.102,1.224,,,,,1.224
9906,7,12,19,0.00,4,f,f,f,81.367,1.489,,,,,1.489
9906,29,43,20,0.00,30,f,f,f,81.564,1.686,,,,,1.686
9907,2,4,1,0.00,21,f,f,f,79.331,0.000,,,,,0
9907,9,16,2,0.00,24,f,f,f,79.352,0.021,,,,,0.021
9907,19,81,3,0.00,22,f,f,f,79.496,0.165,,,,,0.165
9907,1,1,4,0.00,18,f,f,f,79.498,0.167,,,,,0.167
9907,18,63,5,0.00,19,f,f,f,79.515,0.184,,,,,0.184
9907,3,5,6,0.00,18,f,f,f,79.558,0.227,,,,,0.227
9907,16,44,7,0.00,23,f,f,f,79.598,0.267,,,,,0.267
9907,4,6,8,0.00,20,f,f,f,79.603,0.272,,,,,0.272
9907,7,12,9,0.00,24,f,f,f,79.696,0.365,,,,,0.365
9907,12,23,10,0.00,23,f,f,f,79.720,0.389,,,,,0.389
9907,13,27,11,0.00,18,f,f,f,79.737,0.406,,,,,0.406
9907,8,14,12,0.00,19,f,f,f,79.861,0.530,,,,,0.53
9907,17,55,13,0.00,23,f,f,f,79.907,0.576,,,,,0.576
9907,29,43,14,0.00,22,f,f,f,80.034,0.703,,,,,0.703
9907,11,22,15,0.00,24,f,f,f,80.059,0.728,,,,,0.728
9907,14,30,16,0.00,14,f,f,f,80.132,0.801,,,,,0.801
9907,20,87,17,0.00,22,f,f,f,80.209,0.878,,,,,0.878
9907,6,10,18,0.00,23,f,f,f,80.247,0.916,,,,,0.916
9907,10,18,19,0.00,22,f,f,f,80.247,0.916,,,,,0.916
9907,15,31,20,0.00,20,f,f,f,80.304,0.973,,,,,0.973
9908,1,1,1,0.00,18,f,f,f,,,,79.455,79.140,78.792,"[0.041, 0.0, 0.0]"
9908,2,4,2,0.00,21,f,f,f,,,,79.517,79.293,78.869,"[0.103, 0.153, 0.077]"
9908,19,81,3,0.00,19,f,f,f,,,,79.711,79.286,78.982,"[0.297, 0.146, 0.19]"
9908,9,16,4,0.00,20,f,f,f,,,,79.689,79.310,79.007,"[0.275, 0.17, 0.215]"
9908,16,44,5,0.00,20,f,f,f,,,,79.765,79.371,79.124,"[0.351, 0.231, 0.332]"
9908,18,63,6,0.00,18,f,f,f,,,,79.414,79.287,79.157,"[0.0, 0.147, 0.365]"
9908,7,12,7,0.00,22,f,f,f,,,,79.747,79.245,79.200,"[0.333, 0.105, 0.408]"
9908,3,5,8,0.00,21,f,f,f,,,,79.688,79.323,79.390,"[0.274, 0.183, 0.598]"
9908,8,14,9,0.00,20,f,f,f,,,,79.658,79.362,79.424,"[0.244, 0.222, 0.632]"
9908,11,22,10,0.00,18,f,f,f,,,,79.619,79.433,79.519,"[0.205, 0.293, 0.727]"
9908,20,87,11,0.00,15,f,f,f,,,,79.688,79.446,,"[0.274, 0.306, null]"
9908,13,27,12,0.00,15,f,f,f,,,,79.777,79.498,,"[0.363, 0.358, null]"
9908,17,55,13,0.00,19,f,f,f,,,,79.644,79.528,,"[0.23, 0.388, null]"
9908,12,23,14,0.00,16,f,f,f,,,,79.837,79.583,,"[0.423, 0.443, null]"
9908,15,31,15,0.00,15,f,f,f,,,,79.816,79.707,,"[0.402, 0.567, null]"
9908,4,6,16,0.00,6,f,f,f,,,,79.917,,,"[0.503, null, null]"
9908,10,18,17,0.00,9,f,f,f,,,,79.948,,,"[0.534, null, null]"
9908,29,43,18,0.00,9,f,f,f,,,,79.992,,,"[0.578, null, null]"
9908,6,10,19,0.00,9,f,f,f,,,,80.103,,,"[0.689, null, null]"
9908,14,30,20,0.00,5,f,f,f,,,,80.279,,,"[0.865, null, null]"
9912,1,1,1,25.00,53,f,f,f,4404.325,0.000,,,,,0
9912,2,4,2,18.00,53,f,f,f,4423.532,19.207,,,,,19.207
9912,19,81,3,15.00,53,f,f,f,4425.676,21.351,,,,,21.351
9912,9,16,4,12.00,53,f,f,f,4429.949,25.624,,,,,25.624
9912,18,63,5,10.00,53,f,f,f,4437.206,32.881,,,,,32.881
9912,16,44,6,8.00,53,f,f,f,4441.774,37.449,,,,,37.449
9912,12,23,7,6.00,53,f,f,f,4454.862,50.537,,,,,50.537
9912,3,5,8,4.00,53,f,f,f,4462.809,58.484,,,,,58.484
9912,7,12,9,2.00,53,f,f,f,4464.087,59.762,,,,,59.762
9912,4,6,10,1.00,53,f,f,f,4468.216,63.891,,,,,63.891
9912,17,55,11,0.00,53,f,f,f,4468.794,64.469,,,,,64.469
9912,20,87,12,0.00,53,f,f,f,4483.613,79.288,,,,,79.288
9912,11,22,13,0.00,53,f,f,f,4485.026,80.701,,,,,80.701
9912,14,30,14,0.00,53,f,f,f,4486.676,82.351,,,,,82.351
9912,15,31,15,0.00,52,f,f,f,,,1,,,,+1 LAP
9912,6,10,16,0.00,52,f,f,f,,,1,,,,+1 LAP
9912,29,43,17,0.00,52,f,f,f,,,1,,,,+1 LAP
9912,10,18,18,0.00,52,f,f,f,,,1,,,,+1 LAP
9912,8,14,,0.00,24,t,f,f,,,,,,,
9912,13,27,,0.00,0,f,t,f,,,,,,,
9913,2,4,1,0.00,35,f,f,f,70.278,0.000,,,,,0
9913,19,81,2,0.00,32,f,f,f,70.570,0.292,,,,,0.292
9913,10,18,3,0.00,25,f,f,f,70.779,0.501,,,,,0.501
9913,8,14,4,0.00,25,f,f,f,70.841,0.563,,,,,0.563
9913,12,23,5,0.00,33,f,f,f,71.171,0.893,,,,,0.893
9913,1,1,6,0.00,24,f,f,f,71.218,0.940,,,,,0.94
9913,18,63,7,0.00,29,f,f,f,71.386,1.108,,,,,1.108
9913,17,55,8,0.00,33,f,f,f,71.458,1.180,,,,,1.18
9913,3,5,9,0.00,30,f,f,f,71.509,1.231,,,,,1.231
9913,6,10,10,0.00,30,f,f,f,71.613,1.335,,,,,1.335
9913,14,30,11,0.00,29,f,f,f,71.753,1.475,,,,,1.475
9913,4,6,12,0.00,30,f,f,f,71.772,1.494,,,,,1.494
9913,13,27,13,0.00,30,f,f,f,71.875,1.597,,,,,1.597
9913,9,16,14,0.00,32,f,f,f,71.951,1.673,,,,,1.673
9913,16,44,15,0.00,28,f,f,f,71.960,1.682,,,,,1.682
9913,11,22,16,0.00,24,f,f,f,72.126,1.848,,,,,1.848
9913,15,31,17,0.00,29,f,f,f,72.144,1.866,,,,,1.866
9913,29,43,18,0.00,27,f,f,f,72.276,1.998,,,,,1.998
9913,20,87,19,0.00,30,f,f,f,72.564,2.286,,,,,2.286
9913,7,12,20,0.00,6,f,f,f,74.275,3.997,,,,,3.997
9914,2,4,1,0.00,28,f,f,f,69.890,0.000,,,,,0
9914,8,14,2,0.00,20,f,f,f,69.977,0.087,,,,,0.087
9914,19,81,3,0.00,29,f,f,f,69.979,0.089,,,,,0.089
9914,18,63,4,0.00,25,f,f,f,70.274,0.384,,,,,0.384
9914,1,1,5,0.00,23,f,f,f,70.478,0.588,,,,,0.588
9914,16,44,6,0.00,22,f,f,f,70.738,0.848,,,,,0.848
9914,11,22,7,0.00,26,f,f,f,70.795,0.905,,,,,0.905
9914,9,16,8,0.00,23,f,f,f,70.834,0.944,,,,,0.944
9914,29,43,9,0.00,26,f,f,f,70.957,1.067,,,,,1.067
9914,13,27,10,0.00,25,f,f,f,71.080,1.190,,,,,1.19
9914,20,87,11,0.00,26,f,f,f,71.113,1.223,,,,,1.223
9914,7,12,12,0.00,21,f,f,f,71.185,1.295,,,,,1.295
9914,3,5,13,0.00,25,f,f,f,71.320,1.430,,,,,1.43
9914,14,30,14,0.00,25,f,f,f,71.339,1.449,,,,,1.449
9914,15,31,15,0.00,23,f,f,f,71.361,1.471,,,,,1.471
9914,17,55,16,0.00,30,f,f,f,71.682,1.792,,,,,1.792
9914,12,23,17,0.00,16,f,f,f,71.756,1.866,,,,,1.866
9914,10,18,18,0.00,7,f,f,f,71.975,2.085,,,,,2.085
9914,6,10,19,0.00,28,f,f,f,72.122,2.232,,,,,2.232
9914,4,6,20,0.00,1,f,f,f,,,,,,,
9915,2,4,1,0.00,16,f,f,f,68.972,0.000,,,,,0
9915,19,81,2,0.00,15,f,f,f,69.214,0.242,,,,,0.242
9915,18,63,3,0.00,17,f,f,f,69.858,0.886,,,,,0.886
9915,17,55,4,0.00,23,f,f,f,69.913,0.941,,,,,0.941
9915,1,1,5,0.00,20,f,f,f,69.925,0.953,,,,,0.953
9915,9,16,6,0.00,23,f,f,f,69.938,0.966,,,,,0.966
9915,12,23,7,0.00,22,f,f,f,70.099,1.127,,,,,1.127
9915,10,18,8,0.00,24,f,f,f,70.103,1.131,,,,,1.131
9915,4,6,9,0.00,21,f,f,f,70.166,1.194,,,,,1.194
9915,8,14,10,0.00,20,f,f,f,70.232,1.260,,,,,1.26
9915,14,30,11,0.00,17,f,f,f,70.300,1.328,,,,,1.328
9915,11,22,12,0.00,19,f,f,f,70.349,1.377,,,,,1.377
9915,3,5,13,0.00,21,f,f,f,70.361,1.389,,,,,1.389
9915,16,44,14,0.00,20,f,f,f,70.373,1.401,,,,,1.401
9915,20,87,15,0.00,19,f,f,f,70.595,1.623,,,,,1.623
9915,13,27,16,0.00,24,f,f,f,70.599,1.627,,,,,1.627
9915,7,12,17,0.00,31,f,f,f,70.697,1.725,,,,,1.725
9915,15,31,18,0.00,18,f,f,f,70.801,1.829,,,,,1.829
9915,6,10,19,0.00,24,f,f,f,70.963,1.991,,,,,1.991
9915,29,43,20,0.00,21,f,f,f,71.054,2.082,,,,,2.082
9916,19,81,1,0.00,18,f,f,f,,,,69.338,68.964,68.662,"[0.0, 0.09, 0.0]"
9916,2,4,2,0.00,18,f,f,f,,,,69.469,68.874,68.674,"[0.131, 0.0, 0.012]"
9916,1,1,3,0.00,18,f,f,f,,,,69.696,69.122,68.925,"[0.358, 0.248, 0.263]"
9916,4,6,4,0.00,18,f,f,f,,,,69.966,69.439,69.208,"[0.628, 0.565, 0.546]"
9916,18,63,5,0.00,18,f,f,f,,,,69.676,69.313,69.255,"[0.338, 0.439, 0.593]"
9916,9,16,6,0.00,22,f,f,f,,,,69.906,69.304,69.340,"[0.568, 0.43, 0.678]"
9916,16,44,7,0.00,21,f,f,f,,,,69.900,69.261,69.390,"[0.562, 0.387, 0.728]"
9916,14,30,8,0.00,18,f,f,f,,,,69.779,69.383,69.500,"[0.441, 0.509, 0.838]"
9916,17,55,9,0.00,18,f,f,f,,,,69.980,69.472,69.505,"[0.642, 0.598, 0.843]"
9916,8,14,10,0.00,17,f,f,f,,,,69.950,69.366,69.630,"[0.612, 0.492, 0.968]"
9916,7,12,11,0.00,12,f,f,f,,,,69.845,69.493,,"[0.507, 0.619, null]"
9916,11,22,12,0.00,15,f,f,f,,,,69.954,69.622,,"[0.616, 0.748, null]"
9916,3,5,13,0.00,12,f,f,f,,,,70.037,69.622,,"[0.699, 0.748, null]"
9916,6,10,14,0.00,15,f,f,f,,,,69.894,69.637,,"[0.556, 0.763, null]"
9916,12,23,15,0.00,12,f,f,f,,,,69.792,69.652,,"[0.454, 0.778, null]"
9916,29,43,16,0.00,9,f,f,f,,,,70.104,,,"[0.766, null, null]"
9916,13,27,17,0.00,9,f,f,f,,,,70.195,,,"[0.857, null, null]"
9916,15,31,18,0.00,9,f,f,f,,,,70.197,,,"[0.859, null, null]"
9916,20,87,19,0.00,9,f,f,f,,,,70.262,,,"[0.924, null, null]"
9916,10,18,,0.00,2,t,f,f,,,,,,,"[null, null, null]"
9920,19,81,1,25.00,72,f,f,f,5909.849,0.000,,,,,0
9920,1,1,2,18.00,72,f,f,f,5911.120,1.271,,,,,1.271
9920,4,6,3,15.00,72,f,f,f,5913.082,3.233,,,,,3.233
9920,18,63,4,12.00,72,f,f,f,5915.503,5.654,,,,,5.654
9920,12,23,5,10.00,72,f,f,f,5916.176,6.327,,,,,6.327
9920,20,87,6,8.00,72,f,f,f,5918.893,9.044,,,,,9.044
9920,10,18,7,6.00,72,f,f,f,5919.346,9.497,,,,,9.497
9920,8,14,8,4.00,72,f,f,f,5921.558,11.709,,,,,11.709
9920,11,22,9,2.00,72,f,f,f,5923.446,13.597,,,,,13.597
9920,15,31,10,1.00,72,f,f,f,5923.912,14.063,,,,,14.063
9920,29,43,11,0.00,72,f,f,f,5924.360,14.511,,,,,14.511
9920,14,30,12,0.00,72,f,f,f,5926.912,17.063,,,,,17.063
9920,17,55,13,0.00,72,f,f,f,5927.225,17.376,,,,,17.376
9920,13,27,14,0.00,72,f,f,f,5929.574,19.725,,,,,19.725
9920,3,5,15,0.00,72,f,f,f,5931.414,21.565,,,,,21.565
9920,7,12,16,0.00,72,f,f,f,5931.878,22.029,,,,,22.029
9920,6,10,17,0.00,72,f,f,f,5933.478,23.629,,,,,23.629
9920,2,4,18,0.00,64,t,f,f,,,,,,,
9920,9,16,,0.00,52,t,f,f,,,,,,,
9920,16,44,,0.00,22,t,f,f,,,,,,,
9921,2,4,1,0.00,26,f,f,f,76.052,0.000,,,,,0
9921,19,81,2,0.00,30,f,f,f,76.071,0.019,,,,,0.019
9921,9,16,3,0.00,28,f,f,f,76.269,0.217,,,,,0.217
9921,4,6,4,0.00,31,f,f,f,76.681,0.629,,,,,0.629
9921,16,44,5,0.00,28,f,f,f,76.734,0.682,,,,,0.682
9921,20,87,6,0.00,26,f,f,f,76.878,0.826,,,,,0.826
9921,7,12,7,0.00,26,f,f,f,76.880,0.828,,,,,0.828
9921,18,63,8,0.00,26,f,f,f,76.925,0.873,,,,,0.873
9921,1,1,9,0.00,25,f,f,f,76.940,0.888,,,,,0.888
9921,10,18,10,0.00,25,f,f,f,76.958,0.906,,,,,0.906
9921,12,23,11,0.00,28,f,f,f,76.984,0.932,,,,,0.932
9921,15,31,12,0.00,26,f,f,f,77.004,0.952,,,,,0.952
9921,6,10,13,0.00,27,f,f,f,77.123,1.071,,,,,1.071
9921,14,30,14,0.00,29,f,f,f,77.184,1.132,,,,,1.132
9921,17,55,15,0.00,31,f,f,f,77.195,1.143,,,,,1.143
9921,21,34,16,0.00,26,f,f,f,77.269,1.217,,,,,1.217
9921,11,22,17,0.00,27,f,f,f,77.393,1.341,,,,,1.341
9921,29,43,18,0.00,29,f,f,f,77.464,1.412,,,,,1.412
9921,3,5,19,0.00,17,f,f,f,77.652,1.600,,,,,1.6
9921,32,97,20,0.00,9,f,f,f,79.788,3.736,,,,,3.736
9922,2,4,1,0.00,27,f,f,f,75.624,0.000,,,,,0
9922,19,81,2,0.00,30,f,f,f,75.915,0.291,,,,,0.291
9922,9,16,3,0.00,28,f,f,f,76.023,0.399,,,,,0.399
9922,10,18,4,0.00,28,f,f,f,76.119,0.495,,,,,0.495
9922,8,14,5,0.00,25,f,f,f,76.233,0.609,,,,,0.609
9922,16,44,6,0.00,28,f,f,f,76.329,0.705,,,,,0.705
9922,18,63,7,0.00,27,f,f,f,76.417,0.793,,,,,0.793
9922,4,6,8,0.00,30,f,f,f,76.427,0.803,,,,,0.803
9922,11,22,9,0.00,30,f,f,f,76.485,0.861,,,,,0.861
9922,7,12,10,0.00,26,f,f,f,76.520,0.896,,,,,0.896
9922,20,87,11,0.00,27,f,f,f,76.567,0.943,,,,,0.943
9922,13,27,12,0.00,31,f,f,f,76.680,1.056,,,,,1.056
9922,15,31,13,0.00,29,f,f,f,76.704,1.080,,,,,1.08
9922,1,1,14,0.00,25,f,f,f,76.791,1.167,,,,,1.167
9922,14,30,15,0.00,29,f,f,f,76.812,1.188,,,,,1.188
9922,17,55,16,0.00,32,f,f,f,76.874,1.250,,,,,1.25
9922,3,5,17,0.00,29,f,f,f,76.946,1.322,,,,,1.322
9922,12,23,18,0.00,30,f,f,f,77.021,1.397,,,,,1.397
9922,6,10,19,0.00,25,f,f,f,77.043,1.419,,,,,1.419
9922,29,43,20,0.00,29,f,f,f,77.159,1.535,,,,,1.535
9923,19,81,1,0.00,17,f,f,f,74.916,0.000,,,,,0
9923,2,4,2,0.00,20,f,f,f,74.948,0.032,,,,,0.032
9923,9,16,3,0.00,17,f,f,f,75.315,0.399,,,,,0.399
9923,16,44,4,0.00,18,f,f,f,75.684,0.768,,,,,0.768
9923,7,12,5,0.00,18,f,f,f,75.745,0.829,,,,,0.829
9923,8,14,6,0.00,18,f,f,f,75.794,0.878,,,,,0.878
9923,10,18,7,0.00,21,f,f,f,75.828,0.912,,,,,0.912
9923,18,63,8,0.00,17,f,f,f,75.840,0.924,,,,,0.924
9923,3,5,9,0.00,19,f,f,f,75.978,1.062,,,,,1.062
9923,13,27,10,0.00,21,f,f,f,76.025,1.109,,,,,1.109
9923,20,87,11,0.00,17,f,f,f,76.127,1.211,,,,,1.211
9923,1,1,12,0.00,19,f,f,f,76.162,1.246,,,,,1.246
9923,29,43,13,0.00,21,f,f,f,76.247,1.331,,,,,1.331
9923,14,30,14,0.00,21,f,f,f,76.371,1.455,,,,,1.455
9923,17,55,15,0.00,19,f,f,f,76.442,1.526,,,,,1.526
9923,12,23,16,0.00,20,f,f,f,76.530,1.614,,,,,1.614
9923,15,31,17,0.00,18,f,f,f,76.531,1.615,,,,,1.615
9923,6,10,18,0.00,22,f,f,f,76.570,1.654,,,,,1.654
9923,11,22,19,0.00,19,f,f,f,76.878,1.962,,,,,1.962
9923,4,6,20,0.00,18,f,f,f,76.956,2.040,,,,,2.04
9924,9,16,1,0.00,18,f,f,f,,,,75.582,75.455,75.372,"[0.371, 0.565, 0.0]"
9924,19,81,2,0.00,18,f,f,f,,,,75.211,74.941,75.398,"[0.0, 0.051, 0.026]"
9924,2,4,3,0.00,18,f,f,f,,,,75.523,74.890,75.413,"[0.312, 0.0, 0.041]"
9924,18,63,4,0.00,15,f,f,f,,,,75.627,75.201,75.425,"[0.416, 0.311, 0.053]"
9924,8,14,5,0.00,15,f,f,f,,,,75.281,75.395,75.481,"[0.07, 0.505, 0.109]"
9924,10,18,6,0.00,18,f,f,f,,,,75.673,75.129,75.498,"[0.462, 0.239, 0.126]"
9924,3,5,7,0.00,18,f,f,f,,,,75.586,75.687,75.725,"[0.375, 0.797, 0.353]"
9924,1,1,8,0.00,18,f,f,f,,,,75.736,75.547,75.728,"[0.525, 0.657, 0.356]"
9924,14,30,9,0.00,18,f,f,f,,,,75.849,75.630,75.821,"[0.638, 0.74, 0.449]"
9924,4,6,10,0.00,15,f,f,f,,,,75.516,75.469,75.915,"[0.305, 0.579, 0.543]"
9924,20,87,11,0.00,12,f,f,f,,,,75.750,75.694,,"[0.539, 0.804, null]"
9924,16,44,12,0.00,12,f,f,f,,,,75.733,75.702,,"[0.522, 0.812, null]"
9924,17,55,13,0.00,15,f,f,f,,,,75.652,75.781,,"[0.441, 0.891, null]"
9924,29,43,14,0.00,12,f,f,f,,,,75.875,76.159,,"[0.664, 1.269, null]"
9924,7,12,15,0.00,9,f,f,f,,,,75.782,76.386,,"[0.571, 1.496, null]"
9924,11,22,16,0.00,6,f,f,f,,,,75.899,,,"[0.688, null, null]"
9924,6,10,17,0.00,6,f,f,f,,,,75.966,,,"[0.755, null, null]"
9924,15,31,18,0.00,6,f,f,f,,,,76.023,,,"[0.812, null, null]"
9924,13,27,19,0.00,6,f,f,f,,,,76.081,,,"[0.87, null, null]"
9924,12,23,20,0.00,9,f,f,f,,,,76.223,,,"[1.012, null, null]"
9928,2,4,1,25.00,70,f,f,f,5721.231,0.000,,,,,0
9928,19,81,2,18.00,70,f,f,f,5721.929,0.698,,,,,0.698
9928,18,63,3,15.00,70,f,f,f,5743.147,21.916,,,,,21.916
9928,9,16,4,12.00,70,f,f,f,5763.791,42.560,,,,,42.56
9928,8,14,5,10.00,70,f,f,f,5780.271,59.040,,,,,59.04
9928,3,5,6,8.00,70,f,f,f,5787.400,66.169,,,,,66.169
9928,10,18,7,6.00,70,f,f,f,5789.405,68.174,,,,,68.174
9928,14,30,8,4.00,70,f,f,f,5790.682,69.451,,,,,69.451
9928,1,1,9,2.00,70,f,f,f,5793.876,72.645,,,,,72.645
9928,7,12,10,1.00,69,f,f,f,,,1,,,,+1 LAP
9928,4,6,11,0.00,69,f,f,f,,,1,,,,+1 LAP
9928,16,44,12,0.00,69,f,f,f,,,1,,,,+1 LAP
9928,13,27,13,0.00,69,f,f,f,,,1,,,,+1 LAP
9928,17,55,14,0.00,69,f,f,f,,,1,,,,+1 LAP
9928,12,23,15,0.00,69,f,f,f,,,1,,,,+1 LAP
9928,15,31,16,0.00,69,f,f,f,,,1,,,,+1 LAP
9928,11,22,17,0.00,69,f,f,f,,,1,,,,+1 LAP
9928,29,43,18,0.00,69,f,f,f,,,1,,,,+1 LAP
9928,6,10,19,0.00,69,f,f,f,,,1,,,,+1 LAP
9928,20,87,,0.00,48,t,f,f,,,,,,,
9929,19,81,1,0.00,23,f,f,f,102.022,0.000,,,,,0
9929,1,1,2,0.00,23,f,f,f,102.426,0.404,,,,,0.404
9929,2,4,3,0.00,22,f,f,f,102.526,0.504,,,,,0.504
9929,18,63,4,0.00,27,f,f,f,102.598,0.576,,,,,0.576
9929,9,16,5,0.00,22,f,f,f,102.928,0.906,,,,,0.906
9929,7,12,6,0.00,23,f,f,f,102.979,0.957,,,,,0.957
9929,16,44,7,0.00,24,f,f,f,103.085,1.063,,,,,1.063
9929,10,18,8,0.00,17,f,f,f,103.112,1.090,,,,,1.09
9929,8,14,9,0.00,22,f,f,f,103.120,1.098,,,,,1.098
9929,4,6,10,0.00,19,f,f,f,103.122,1.100,,,,,1.1
9929,17,55,11,0.00,16,f,f,f,103.217,1.195,,,,,1.195
9929,12,23,12,0.00,24,f,f,f,103.261,1.239,,,,,1.239
9929,3,5,13,0.00,25,f,f,f,103.262,1.240,,,,,1.24
9929,13,27,14,0.00,20,f,f,f,103.470,1.448,,,,,1.448
9929,14,30,15,0.00,21,f,f,f,103.478,1.456,,,,,1.456
9929,15,31,16,0.00,22,f,f,f,103.570,1.548,,,,,1.548
9929,6,10,17,0.00,21,f,f,f,103.929,1.907,,,,,1.907
9929,11,22,18,0.00,23,f,f,f,104.492,2.470,,,,,2.47
9929,29,43,19,0.00,21,f,f,f,104.847,2.825,,,,,2.825
9929,20,87,20,0.00,22,f,f,f,105.077,3.055,,,,,3.055
9930,19,81,1,0.00,11,f,f,f,,,,101.769,102.128,100.510,"[0.0, 0.716, 0.0]"
9930,1,1,2,0.00,9,f,f,f,,,,102.043,101.583,100.987,"[0.274, 0.171, 0.477]"
9930,2,4,3,0.00,12,f,f,f,,,,102.068,101.412,101.128,"[0.299, 0.0, 0.618]"
9930,9,16,4,0.00,12,f,f,f,,,,102.763,101.786,101.278,"[0.994, 0.374, 0.768]"
9930,15,31,5,0.00,12,f,f,f,,,,102.822,101.801,101.565,"[1.053, 0.389, 1.055]"
9930,17,55,6,0.00,11,f,f,f,,,,102.776,102.051,101.761,"[1.007, 0.639, 1.251]"
9930,20,87,7,0.00,12,f,f,f,,,,103.024,102.019,101.857,"[1.255, 0.607, 1.347]"
9930,6,10,8,0.00,12,f,f,f,,,,103.171,101.949,101.959,"[1.402, 0.537, 1.449]"
9930,4,6,9,0.00,11,f,f,f,,,,102.711,102.088,101.971,"[0.942, 0.676, 1.461]"
9930,3,5,10,0.00,12,f,f,f,,,,102.806,101.901,102.176,"[1.037, 0.489, 1.666]"
9930,14,30,11,0.00,9,f,f,f,,,,102.897,102.169,,"[1.128, 0.757, null]"
9930,11,22,12,0.00,9,f,f,f,,,,102.912,102.184,,"[1.143, 0.772, null]"
9930,18,63,13,0.00,8,f,f,f,,,,102.650,102.330,,"[0.881, 0.918, null]"
9930,8,14,14,0.00,7,f,f,f,,,,102.427,102.453,,"[0.658, 1.041, null]"
9930,10,18,15,0.00,8,f,f,f,,,,102.736,102.832,,"[0.967, 1.42, null]"
9930,12,23,16,0.00,6,f,f,f,,,,103.212,,,"[1.443, null, null]"
9930,13,27,17,0.00,6,f,f,f,,,,103.217,,,"[1.448, null, null]"
9930,16,44,18,0.00,6,f,f,f,,,,103.408,,,"[1.639, null, null]"
9930,29,43,19,0.00,6,f,f,f,,,,103.587,,,"[1.818, null, null]"
9930,7,12,20,0.00,6,f,f,f,,,,105.394,,,"[3.625, null, null]"
9934,1,1,1,8.00,15,f,f,f,1597.997,0.000,,,,,0
9934,19,81,2,7.00,15,f,f,f,1598.750,0.753,,,,,0.753
9934,2,4,3,6.00,15,f,f,f,1599.411,1.414,,,,,1.414
9934,9,16,4,5.00,15,f,f,f,1608.173,10.176,,,,,10.176
9934,15,31,5,4.00,15,f,f,f,1611.786,13.789,,,,,13.789
9934,17,55,6,3.00,15,f,f,f,1612.961,14.964,,,,,14.964
9934,20,87,7,2.00,15,f,f,f,1616.607,18.610,,,,,18.61
9934,4,6,8,1.00,15,f,f,f,1617.116,19.119,,,,,19.119
9934,3,5,9,0.00,15,f,f,f,1620.180,22.183,,,,,22.183
9934,14,30,10,0.00,15,f,f,f,1620.894,22.897,,,,,22.897
9934,11,22,11,0.00,15,f,f,f,1622.548,24.551,,,,,24.551
9934,18,63,12,0.00,15,f,f,f,1623.966,25.969,,,,,25.969
9934,10,18,13,0.00,15,f,f,f,1624.592,26.595,,,,,26.595
9934,8,14,14,0.00,15,f,f,f,1627.043,29.046,,,,,29.046
9934,16,44,15,0.00,15,f,f,f,1628.172,30.175,,,,,30.175
9934,12,23,16,0.00,15,f,f,f,1628.938,30.941,,,,,30.941
9934,7,12,17,0.00,15,f,f,f,1629.978,31.981,,,,,31.981
9934,13,27,18,0.00,15,f,f,f,1630.864,32.867,,,,,32.867
9934,29,43,19,0.00,15,f,f,f,1636.069,38.072,,,,,38.072
9934,6,10,,0.00,12,t,f,f,,,,,,,
9935,2,4,1,0.00,20,f,f,f,,,,101.010,100.715,100.562,"[0.0, 0.089, 0.0]"
9935,19,81,2,0.00,21,f,f,f,,,,101.201,100.626,100.647,"[0.191, 0.0, 0.085]"
9935,9,16,3,0.00,18,f,f,f,,,,101.635,101.084,100.900,"[0.625, 0.458, 0.338]"
9935,1,1,4,0.00,15,f,f,f,,,,101.334,100.951,100.903,"[0.324, 0.325, 0.341]"
9935,12,23,5,0.00,20,f,f,f,,,,101.772,101.505,101.201,"[0.762, 0.879, 0.639]"
9935,18,63,6,0.00,18,f,f,f,,,,101.784,101.254,101.260,"[0.774, 0.628, 0.698]"
9935,11,22,7,0.00,17,f,f,f,,,,101.840,101.245,101.284,"[0.83, 0.619, 0.722]"
9935,4,6,8,0.00,19,f,f,f,,,,101.572,101.281,101.310,"[0.562, 0.655, 0.748]"
9935,14,30,9,0.00,20,f,f,f,,,,101.748,101.297,101.328,"[0.738, 0.671, 0.766]"
9935,3,5,10,0.00,18,f,f,f,,,,101.908,101.336,102.387,"[0.898, 0.71, 1.825]"
9935,15,31,11,0.00,14,f,f,f,,,,101.884,101.525,,"[0.874, 0.899, null]"
9935,20,87,12,0.00,13,f,f,f,,,,101.617,101.617,,"[0.607, 0.991, null]"
9935,6,10,13,0.00,14,f,f,f,,,,101.800,101.633,,"[0.79, 1.007, null]"
9935,13,27,14,0.00,14,f,f,f,,,,101.844,101.707,,"[0.834, 1.081, null]"
9935,17,55,15,0.00,13,f,f,f,,,,101.691,101.758,,"[0.681, 1.132, null]"
