session_key,driver_number,driver_id,team_id
9908,10,6,5
9908,12,7,6
9908,14,8,7
9908,16,9,8
9908,18,10,7
9908,22,11,1
9908,23,12,9
9908,27,13,3
9908,30,14,4
9908,31,15,10
9908,43,29,5
9908,44,16,8
9908,55,17,9
9908,63,18,6
9908,81,19,2
9908,87,20,10
9912,1,1,1
9912,4,2,2
9912,5,3,3
9912,6,4,4
9912,10,6,5
9912,12,7,6
9912,14,8,7
9912,16,9,8
9912,18,10,7
9912,22,11,1
9912,23,12,9
9912,27,13,3
9912,30,14,4
9912,31,15,10
9912,43,29,5
9912,44,16,8
9912,55,17,9
9912,63,18,6
9912,81,19,2
9912,87,20,10
9913,1,1,1
9913,4,2,2
9913,5,3,3
9913,6,4,4
9913,10,6,5
9913,12,7,6
9913,14,8,7
9913,16,9,8
9913,18,10,7
9913,22,11,1
9913,23,12,9
9913,27,13,3
9913,30,14,4
9913,31,15,10
9913,43,29,5
9913,44,16,8
9913,55,17,9
9913,63,18,6
9913,81,19,2
9913,87,20,10
9914,1,1,1
9914,4,2,2
9914,5,3,3
9914,6,4,4
9914,10,6,5
9914,12,7,6
9914,14,8,7
9914,16,9,8
9914,18,10,7
9914,22,11,1
9914,23,12,9
9914,27,13,3
9914,30,14,4
9914,31,15,10
9914,43,29,5
9914,44,16,8
9914,55,17,9
9914,63,18,6
9914,81,19,2
9914,87,20,10
9915,1,1,1
9915,4,2,2
9915,5,3,3
9915,6,4,4
9915,10,6,5
9915,12,7,6
9915,14,8,7
9915,16,9,8
9915,18,10,7
9915,22,11,1
9915,23,12,9
9915,27,13,3
9915,30,14,4
9915,31,15,10
9915,43,29,5
9915,44,16,8
9915,55,17,9
9915,63,18,6
9915,81,19,2
9915,87,20,10
9916,1,1,1
9916,4,2,2
9916,5,3,3
9916,6,4,4
9916,10,6,5
9916,12,7,6
9916,14,8,7
9916,16,9,8
9916,18,10,7
9916,22,11,1
9916,23,12,9
9916,27,13,3
9916,30,14,4
9916,31,15,10
9916,43,29,5
9916,44,16,8
9916,55,17,9
9916,63,18,6
9916,81,19,2
9916,87,20,10
9920,1,1,1
9920,4,2,2
9920,5,3,3
9920,6,4,4
9920,10,6,5
9920,12,7,6
9920,14,8,7
9920,16,9,8
9920,18,10,7
9920,22,11,1
9920,23,12,9
9920,27,13,3
9920,30,14,4
9920,31,15,10
9920,43,29,5
9920,44,16,8
9920,55,17,9
9920,63,18,6
9920,81,19,2
9920,87,20,10
9921,1,1,1
9921,4,2,2
9921,5,3,3
9921,6,4,4
9921,10,6,5
9921,12,7,6
9921,16,9,8
9921,18,10,7
9921,22,11,1
9921,23,12,9
9921,30,14,4
9921,31,15,10
9921,34,21,7
9921,43,29,5
9921,44,16,8
9921,55,17,9
9921,63,18,6
9921,81,19,2
9921,87,20,10
9921,97,32,3
9922,1,1,1
9922,4,2,2
9922,5,3,3
9922,6,4,4
9922,10,6,5
9922,12,7,6
9922,14,8,7
9922,16,9,8
9922,18,10,7
9922,22,11,1
9922,23,12,9
9922,27,13,3
9922,30,14,4
9922,31,15,10
9922,43,29,5
9922,44,16,8
9922,55,17,9
9922,63,18,6
9922,81,19,2
9922,87,20,10
9923,1,1,1
9923,4,2,2
9923,5,3,3
9923,6,4,4
9923,10,6,5
9923,12,7,6
9923,14,8,7
9923,16,9,8
9923,18,10,7
9923,22,11,1
9923,23,12,9
9923,27,13,3
9923,30,14,4
9923,31,15,10
9923,43,29,5
9923,44,16,8
9923,55,17,9
9923,63,18,6
9923,81,19,2
9923,87,20,10
9924,1,1,1
9924,4,2,2
9924,5,3,3
9924,6,4,4
9924,10,6,5
9924,12,7,6
9924,14,8,7
9924,16,9,8
9924,18,10,7
9924,22,11,1
9924,23,12,9
9924,27,13,3
9924,30,14,4
9924,31,15,10
9924,43,29,5
9924,44,16,8
9924,55,17,9
9924,63,18,6
9924,81,19,2
9924,87,20,10
9928,1,1,1
9928,4,2,2
9928,5,3,3
9928,6,4,4
9928,10,6,5
9928,12,7,6
9928,14,8,7
9928,16,9,8
9928,18,10,7
9928,22,11,1
9928,23,12,9
9928,27,13,3
9928,30,14,4
9928,31,15,10
9928,43,29,5
9928,44,16,8
9928,55,17,9
9928,63,18,6
9928,81,19,2
9928,87,20,10
9929,1,1,1
9929,4,2,2
9929,5,3,3
9929,6,4,4
9929,10,6,5
9929,12,7,6
9929,14,8,7
9929,16,9,8
9929,18,10,7
9929,22,11,1
9929,23,12,9
9929,27,13,3
9929,30,14,4
9929,31,15,10
9929,43,29,5
9929,44,16,8
9929,55,17,9
9929,63,18,6
9929,81,19,2
9929,87,20,10
9930,1,1,1
9930,4,2,2
9930,5,3,3
9930,6,4,4
9930,10,6,5
9930,12,7,6
9930,14,8,7
9930,16,9,8
9930,18,10,7
9930,22,11,1
9930,23,12,9
9930,27,13,3
9930,30,14,4
9930,31,15,10
9930,43,29,5
9930,44,16,8
9930,55,17,9
9930,63,18,6
9930,81,19,2
9930,87,20,10
9934,1,1,1
9934,4,2,2
9934,5,3,3
9934,6,4,4
9934,10,6,5
9934,12,7,6
9934,14,8,7
9934,16,9,8
9934,18,10,7
9934,22,11,1
9934,23,12,9
9934,27,13,3
9934,30,14,4
9934,31,15,10
9934,43,29,5
9934,44,16,8
9934,55,17,9
9934,63,18,6
9934,81,19,2
9934,87,20,10
9935,1,1,1
9935,4,2,2
9935,5,3,3
9935,6,4,4
9935,10,6,5
9935,12,7,6
9935,14,8,7
9935,16,9,8
9935,18,10,7
9935,22,11,1
9935,23,12,9
9935,27,13,3
9935,30,14,4
9935,31,15,10
9935,43,29,5
9935,44,16,8
9935,55,17,9
9935,63,18,6
9935,81,19,2
9935,87,20,10
9939,1,1,1
9939,4,2,2
9939,5,3,3
9939,6,4,4
9939,10,6,5
9939,12,7,6
9939,14,8,7
9939,16,9,8
9939,18,10,7
9939,22,11,1
9939,23,12,9
9939,27,13,3
9939,30,14,4
9939,31,15,10
9939,43,29,5
9939,44,16,8
9939,55,17,9
9939,63,18,6
9939,81,19,2
9939,87,20,10
9940,1,1,1
9940,4,2,2
9940,5,3,3
9940,6,4,4
9940,10,6,5
9940,12,7,6
9940,14,8,7
9940,16,9,8
9940,18,10,7
9940,23,12,9
9940,30,14,4
9940,31,15,10
9940,36,28,1
9940,43,29,5
9940,44,16,8
9940,55,17,9
9940,63,18,6
9940,81,19,2
9940,87,20,10
9940,97,32,3
9941,1,1,1
9941,4,2,2
9941,5,3,3
9941,6,4,4
9941,10,6,5
9941,12,7,6
9941,14,8,7
9941,16,9,8
9941,18,10,7
9941,22,11,1
9941,23,12,9
9941,27,13,3
9941,30,14,4
9941,31,15,10
9941,43,29,5
9941,44,16,8
9941,55,17,9
9941,63,18,6
9941,81,19,2
9941,87,20,10
9942,1,1,1
9942,4,2,2
9942,5,3,3
9942,6,4,4
9942,10,6,5
9942,12,7,6
9942,14,8,7
9942,16,9,8
9942,18,10,7
9942,22,11,1
9942,23,12,9
9942,27,13,3
9942,30,14,4
9942,31,15,10
9942,43,29,5
9942,44,16,8
9942,55,17,9
9942,63,18,6
9942,81,19,2
9942,87,20,10
9943,1,1,1
9943,4,2,2
9943,5,3,3
9943,6,4,4
9943,10,6,5
9943,12,7,6
9943,14,8,7
9943,16,9,8
9943,18,10,7
9943,22,11,1
9943,23,12,9
9943,27,13,3
9943,30,14,4
9943,31,15,10
9943,43,29,5
9943,44,16,8
9943,55,17,9
9943,63,18,6
9943,81,19,2
9943,87,20,10
9947,1,1,1
9947,4,2,2
9947,5,3,3
9947,6,4,4
9947,10,6,5
9947,12,7,6
9947,14,8,7
9947,16,9,8
9947,18,10,7
9947,22,11,1
9947,23,12,9
9947,27,13,3
9947,30,14,4
9947,31,15,10
9947,43,29,5
9947,44,16,8
9947,55,17,9
9947,63,18,6
9947,81,19,2
9947,87,20,10
9948,1,1,1
9948,5,3,3
9948,6,4,4
9948,10,6,5
9948,12,7,6
9948,14,8,7
9948,18,10,7
9948,22,11,1
9948,23,12,9
9948,27,13,3
9948,30,14,4
9948,31,15,10
9948,38,23,8
9948,43,29,5
9948,44,16,8
9948,55,17,9
9948,63,18,6
9948,81,19,2
9948,87,20,10
9948,89,39,2
9949,1,1,1
9949,4,2,2
9949,5,3,3
9949,6,4,4
9949,10,6,5
9949,12,7,6
9949,14,8,7
9949,16,9,8
9949,18,10,7
9949,22,11,1
9949,23,12,9
9949,27,13,3
9949,30,14,4
9949,31,15,10
9949,43,29,5
9949,44,16,8
9949,55,17,9
9949,63,18,6
9949,81,19,2
9949,87,20,10
9950,1,1,1
9950,4,2,2
9950,5,3,3
9950,6,4,4
9950,10,6,5
9950,12,7,6
9950,14,8,7
9950,16,9,8
9950,18,10,7
9950,22,11,1
9950,23,12,9
9950,27,13,3
9950,30,14,4
9950,31,15,10
9950,43,29,5
9950,44,16,8
9950,55,17,9
9950,63,18,6
9950,81,19,2
9950,87,20,10
9951,1,1,1
9951,4,2,2
9951,5,3,3
9951,6,4,4
9951,10,6,5
9951,12,7,6
9951,14,8,7
9951,16,9,8
9951,18,10,7
9951,22,11,1
9951,23,12,9
9951,27,13,3
9951,30,14,4
9951,31,15,10
9951,43,29,5
9951,44,16,8
9951,55,17,9
9951,63,18,6
9951,81,19,2
9951,87,20,10
9955,1,1,1
9955,4,2,2
9955,5,3,3
9955,6,4,4
9955,10,6,5
9955,12,7,6
9955,14,8,7
9955,16,9,8
9955,18,10,7
