session_key,ts,air_temperature,track_temperature,humidity,pressure,rainfall,wind_speed,wind_direction
9683,2025-02-26 13:05:54.362+02,15.20,24.10,47.00,1019.70,0,2.90,12
9683,2025-02-26 13:06:33.271+02,15.10,24.10,47.00,1019.70,0,2.90,12
9683,2025-02-26 13:06:54.361+02,15.10,24.10,47.00,1019.70,0,2.90,12
9683,2025-02-26 13:07:54.363+02,15.10,24.10,47.00,1019.80,0,3.60,17
9683,2025-02-26 13:08:54.371+02,15.10,24.10,47.00,1019.80,0,3.60,17
9683,2025-02-26 13:09:54.366+02,15.10,24.10,47.00,1019.80,0,3.60,17
9683,2025-02-26 13:09:58.362+02,15.10,24.10,47.00,1019.80,0,3.60,17
9683,2025-02-26 13:11:52.447+02,15.10,23.80,48.00,1019.90,0,2.00,24
9683,2025-02-26 13:12:02.579+02,15.10,23.80,48.00,1019.90,0,2.00,24
9683,2025-02-26 13:13:02.585+02,15.10,23.80,48.00,1019.90,0,2.00,24
9683,2025-02-26 13:14:02.586+02,15.10,23.80,47.00,1019.90,0,2.50,15
9683,2025-02-26 13:15:02.578+02,15.10,23.70,47.00,1020.00,0,3.20,9
9683,2025-02-26 13:16:02.585+02,15.20,23.70,47.00,1020.00,0,3.20,9
9683,2025-02-26 13:17:02.597+02,15.10,23.70,46.00,1019.90,0,2.90,10
9683,2025-02-26 13:18:02.62+02,15.20,23.60,47.00,1019.90,0,2.30,17
9683,2025-02-26 13:19:02.627+02,15.20,23.60,47.00,1019.90,0,2.30,17
9683,2025-02-26 13:20:02.627+02,15.30,23.50,47.00,1020.00,0,2.90,25
9683,2025-02-26 13:21:02.654+02,15.20,23.50,47.00,1020.00,0,2.20,18
9683,2025-02-26 13:22:02.669+02,15.20,23.50,47.00,1020.00,0,2.20,18
9683,2025-02-26 13:23:02.672+02,15.30,23.50,47.00,1019.90,0,3.10,16
9683,2025-02-26 13:24:02.66+02,15.20,23.50,47.00,1019.90,0,2.60,2
9683,2025-02-26 13:25:02.674+02,15.30,23.50,47.00,1019.90,0,2.60,2
9683,2025-02-26 13:26:02.667+02,15.20,23.30,47.00,1019.80,0,3.80,44
9683,2025-02-26 13:27:02.688+02,15.10,23.30,48.00,1019.90,0,2.50,44
9683,2025-02-26 13:28:02.689+02,15.10,23.30,48.00,1019.90,0,2.50,44
9683,2025-02-26 13:29:02.69+02,15.00,23.20,48.00,1019.90,0,2.50,41
9683,2025-02-26 13:30:02.69+02,15.00,23.20,48.00,1020.00,0,2.30,30
9683,2025-02-26 13:31:02.698+02,15.00,23.20,48.00,1020.00,0,2.30,30
9683,2025-02-26 13:32:02.694+02,15.00,23.30,48.00,1019.80,0,2.40,17
9683,2025-02-26 13:33:02.697+02,15.10,23.20,48.00,1019.80,0,3.10,20
9683,2025-02-26 13:34:02.692+02,15.10,23.20,48.00,1019.80,0,3.10,20
9683,2025-02-26 13:35:02.701+02,15.10,23.10,49.00,1019.60,0,3.10,10
9683,2025-02-26 13:36:02.711+02,15.10,23.20,47.00,1019.60,0,2.90,15
9683,2025-02-26 13:37:02.728+02,15.10,23.20,45.00,1019.60,0,3.60,12
9683,2025-02-26 13:38:02.73+02,15.10,23.20,45.00,1019.50,0,3.30,12
9683,2025-02-26 13:39:02.728+02,15.10,23.20,45.00,1019.50,0,3.70,21
9683,2025-02-26 13:40:02.729+02,15.00,23.20,45.00,1019.40,0,3.20,23
9683,2025-02-26 13:41:02.732+02,15.00,23.20,46.00,1019.50,0,3.20,30
9683,2025-02-26 13:42:02.734+02,15.00,23.30,47.00,1019.40,0,3.50,32
9683,2025-02-26 13:43:02.745+02,15.10,23.30,47.00,1019.50,0,2.30,26
9683,2025-02-26 13:44:02.75+02,15.10,23.30,48.00,1019.50,0,3.40,25
9683,2025-02-26 13:45:02.767+02,15.10,23.30,48.00,1019.50,0,3.50,30
9683,2025-02-26 13:46:02.767+02,15.00,23.20,47.00,1019.60,0,3.60,17
9683,2025-02-26 13:47:02.764+02,15.10,23.20,47.00,1019.60,0,3.40,29
9683,2025-02-26 13:48:02.764+02,15.10,23.20,47.00,1019.60,0,3.60,34
9683,2025-02-26 13:49:02.765+02,15.10,23.20,47.00,1019.60,0,3.60,34
9683,2025-02-26 13:50:02.766+02,15.10,23.10,46.00,1019.50,0,3.50,41
9683,2025-02-26 13:51:02.767+02,15.10,23.10,47.00,1019.40,0,3.60,11
